trial,observer,session,scene,dist_type1,dist_level1,dist_type2,dist_level2,selected
1,obs_14,S,Car,DQ,1,DQ,4,1
2,obs_14,S,Car,NN,7,DQ,7,2
3,obs_14,S,Cobblestone,OPT,10,OPT,17,1
4,obs_14,S,Car,NN,24,OPT,24,2
5,obs_14,S,Cobblestone,DQ,4,NN,4,1
6,obs_14,S,Cobblestone,DQ,24,OPT,24,2
7,obs_14,S,Car,DQ,7,LINEAR,7,1
8,obs_14,S,Cobblestone,LINEAR,1,LINEAR,4,2
9,obs_14,S,Car,NN,4,NN,1,1
10,obs_14,S,Cobblestone,OPT,1,OPT,4,2
11,obs_14,S,Cobblestone,OPT,7,DQ,7,1
12,obs_14,S,Cobblestone,Reference,0,LINEAR,1,2
13,obs_14,S,Car,DQ,10,LINEAR,10,1
14,obs_14,S,Car,OPT,17,DQ,17,1
15,obs_14,S,Cobblestone,NN,1,LINEAR,1,1
16,obs_14,S,Cobblestone,LINEAR,4,LINEAR,7,1
17,obs_14,S,Car,OPT,10,OPT,7,1
18,obs_14,S,Cobblestone,OPT,1,DQ,1,2
19,obs_14,S,Cobblestone,LINEAR,4,DQ,4,2
20,obs_14,S,Cobblestone,DQ,1,LINEAR,1,1
21,obs_14,S,Car,DQ,24,OPT,24,2
22,obs_14,S,Cobblestone,OPT,17,LINEAR,17,1
23,obs_14,S,Car,OPT,17,NN,17,2
24,obs_14,S,Cobblestone,NN,4,NN,7,1
25,obs_14,S,Car,LINEAR,1,NN,1,1
26,obs_14,S,Car,NN,7,OPT,7,2
27,obs_14,S,Cobblestone,NN,17,NN,10,2
28,obs_14,S,Cobblestone,LINEAR,4,OPT,4,2
29,obs_14,S,Cobblestone,DQ,4,OPT,4,1
30,obs_14,S,Car,DQ,1,NN,1,1
31,obs_14,S,Cobblestone,NN,7,NN,10,2
32,obs_14,S,Car,LINEAR,7,LINEAR,10,1
33,obs_14,S,Car,Reference,0,NN,1,2
34,obs_14,S,Cobblestone,OPT,1,NN,1,2
35,obs_14,S,Car,OPT,10,NN,10,1
36,obs_14,S,Cobblestone,NN,4,NN,1,2
37,obs_14,S,Cobblestone,LINEAR,24,DQ,24,2
38,obs_14,S,Cobblestone,DQ,17,DQ,24,2
39,obs_14,S,Cobblestone,OPT,17,DQ,17,2
40,obs_14,S,Car,DQ,24,LINEAR,24,1
41,obs_14,S,Car,DQ,17,NN,17,2
42,obs_14,S,Car,OPT,4,OPT,7,1
43,obs_14,S,Car,NN,24,LINEAR,24,1
44,obs_14,S,Cobblestone,Reference,0,DQ,1,2
45,obs_14,S,Cobblestone,NN,1,DQ,1,1
46,obs_14,S,Cobblestone,LINEAR,10,DQ,10,2
47,obs_14,S,Cobblestone,NN,10,OPT,10,2
48,obs_14,S,Car,NN,4,DQ,4,1
49,obs_14,S,Car,OPT,17,OPT,10,2
50,obs_14,S,Cobblestone,OPT,7,LINEAR,7,1
51,obs_14,S,Car,DQ,17,LINEAR,17,1
52,obs_14,S,Cobblestone,NN,17,DQ,17,2
53,obs_14,S,Cobblestone,LINEAR,10,LINEAR,17,1
54,obs_14,S,Cobblestone,NN,10,DQ,10,2
55,obs_14,S,Cobblestone,DQ,4,DQ,1,1
56,obs_14,S,Car,NN,7,NN,10,1
57,obs_14,S,Car,Reference,0,OPT,1,1
58,obs_14,S,Car,NN,10,LINEAR,10,1
59,obs_14,S,Cobblestone,NN,24,OPT,24,2
60,obs_14,S,Car,LINEAR,1,OPT,1,1
61,obs_14,S,Car,NN,7,NN,4,2
62,obs_14,S,Cobblestone,OPT,24,LINEAR,24,1
63,obs_14,S,Cobblestone,OPT,24,OPT,17,2
64,obs_14,S,Car,Reference,0,DQ,1,2
65,obs_14,S,Car,OPT,7,LINEAR,7,1
66,obs_14,S,Cobblestone,LINEAR,1,OPT,1,1
67,obs_14,S,Cobblestone,LINEAR,24,NN,24,2
68,obs_14,S,Cobblestone,DQ,17,DQ,10,2
69,obs_14,S,Car,DQ,4,LINEAR,4,2
70,obs_14,S,Car,LINEAR,4,LINEAR,1,2
71,obs_14,S,Car,OPT,1,NN,1,1
72,obs_14,S,Cobblestone,OPT,7,NN,7,2
73,obs_14,S,Car,LINEAR,24,OPT,24,2
74,obs_14,S,Cobblestone,OPT,10,LINEAR,10,1
75,obs_14,S,Car,DQ,4,DQ,7,2
76,obs_14,S,Car,LINEAR,17,OPT,17,2
77,obs_14,S,Cobblestone,DQ,4,DQ,7,1
78,obs_14,S,Car,LINEAR,17,NN,17,2
79,obs_14,S,Car,NN,10,NN,17,2
80,obs_14,S,Cobblestone,LINEAR,10,LINEAR,7,2
81,obs_14,S,Car,OPT,4,LINEAR,4,1
82,obs_14,S,Car,DQ,24,NN,24,2
83,obs_14,S,Cobblestone,Reference,0,NN,1,1
84,obs_14,S,Car,OPT,1,DQ,1,2
85,obs_14,S,Car,DQ,17,DQ,24,2
86,obs_14,S,Car,OPT,10,DQ,10,1
87,obs_14,S,Cobblestone,LINEAR,17,DQ,17,2
88,obs_14,S,Car,LINEAR,1,DQ,1,2
89,obs_14,S,Car,LINEAR,10,OPT,10,2
90,obs_14,S,Cobblestone,LINEAR,17,LINEAR,24,1
91,obs_14,S,Car,NN,10,DQ,10,2
92,obs_14,S,Cobblestone,DQ,10,DQ,7,1
93,obs_14,S,Car,LINEAR,4,NN,4,2
94,obs_14,S,Cobblestone,OPT,4,OPT,7,1
95,obs_14,S,Car,OPT,1,OPT,4,2
96,obs_14,S,Cobblestone,NN,7,DQ,7,1
97,obs_14,S,Cobblestone,LINEAR,4,NN,4,2
98,obs_14,S,Cobblestone,NN,17,LINEAR,17,1
99,obs_14,S,Cobblestone,OPT,7,OPT,10,1
100,obs_14,S,Car,LINEAR,17,LINEAR,10,2
101,obs_14,S,Cobblestone,OPT,4,NN,4,2
102,obs_14,S,Car,OPT,7,DQ,7,2
103,obs_14,S,Car,LINEAR,4,LINEAR,7,1
104,obs_14,S,Cobblestone,NN,24,DQ,24,2
105,obs_14,S,Cobblestone,DQ,10,OPT,10,2
106,obs_14,S,Car,LINEAR,24,LINEAR,17,1
107,obs_14,S,Car,NN,7,LINEAR,7,1
108,obs_14,S,Cobblestone,NN,24,NN,17,2
109,obs_14,S,Cobblestone,NN,17,OPT,17,2
110,obs_14,S,Car,DQ,4,OPT,4,1
111,obs_14,S,Cobblestone,LINEAR,10,NN,10,2
112,obs_14,S,Car,LINEAR,1,Reference,0,2
113,obs_14,S,Cobblestone,LINEAR,7,NN,7,2
114,obs_14,S,Car,DQ,17,DQ,10,2
115,obs_14,S,Car,NN,4,OPT,4,1
116,obs_14,S,Cobblestone,DQ,7,LINEAR,7,1
117,obs_14,S,Car,DQ,10,DQ,7,2
118,obs_14,S,Car,OPT,17,OPT,24,1
119,obs_14,S,Car,NN,24,NN,17,2
120,obs_14,S,Cobblestone,OPT,1,Reference,0,1
121,obs_10,S,Car,DQ,24,LINEAR,24,1
122,obs_10,S,Cobblestone,OPT,1,OPT,4,1
123,obs_10,S,Cobblestone,DQ,17,DQ,24,1
124,obs_10,S,Cobblestone,Reference,0,LINEAR,1,2
125,obs_10,S,Car,LINEAR,4,DQ,4,2
126,obs_10,S,Car,DQ,17,NN,17,1
127,obs_10,S,Cobblestone,LINEAR,4,DQ,4,1
128,obs_10,S,Cobblestone,DQ,10,NN,10,2
129,obs_10,S,Car,OPT,24,LINEAR,24,1
130,obs_10,S,Cobblestone,LINEAR,1,OPT,1,2
131,obs_10,S,Cobblestone,LINEAR,10,LINEAR,7,2
132,obs_10,S,Car,Reference,0,LINEAR,1,1
133,obs_10,S,Cobblestone,LINEAR,7,LINEAR,4,2
134,obs_10,S,Car,OPT,24,DQ,24,1
135,obs_10,S,Car,OPT,10,LINEAR,10,1
136,obs_10,S,Car,OPT,17,OPT,10,2
137,obs_10,S,Cobblestone,NN,7,DQ,7,2
138,obs_10,S,Cobblestone,NN,10,LINEAR,10,2
139,obs_10,S,Car,LINEAR,4,LINEAR,7,1
140,obs_10,S,Cobblestone,OPT,17,NN,17,1
141,obs_10,S,Car,DQ,4,DQ,1,2
142,obs_10,S,Car,NN,17,LINEAR,17,1
143,obs_10,S,Cobblestone,DQ,7,DQ,10,1
144,obs_10,S,Car,NN,1,OPT,1,2
145,obs_10,S,Cobblestone,DQ,7,DQ,4,2
146,obs_10,S,Car,NN,24,OPT,24,2
147,obs_10,S,Car,DQ,7,NN,7,1
148,obs_10,S,Cobblestone,DQ,10,OPT,10,1
149,obs_10,S,Cobblestone,NN,17,NN,10,2
150,obs_10,S,Car,DQ,4,NN,4,2
151,obs_10,S,Cobblestone,NN,1,Reference,0,2
152,obs_10,S,Cobblestone,LINEAR,7,DQ,7,2
153,obs_10,S,Car,OPT,17,OPT,24,2
154,obs_10,S,Car,NN,4,NN,7,1
155,obs_10,S,Cobblestone,NN,4,OPT,4,1
156,obs_10,S,Cobblestone,Reference,0,DQ,1,2
157,obs_10,S,Cobblestone,DQ,24,LINEAR,24,1
158,obs_10,S,Cobblestone,LINEAR,1,LINEAR,4,1
159,obs_10,S,Car,NN,10,OPT,10,2
160,obs_10,S,Car,LINEAR,24,NN,24,2
161,obs_10,S,Car,LINEAR,17,DQ,17,2
162,obs_10,S,Cobblestone,LINEAR,1,NN,1,1
163,obs_10,S,Car,NN,4,NN,1,2
164,obs_10,S,Cobblestone,OPT,7,LINEAR,7,1
165,obs_10,S,Car,NN,7,LINEAR,7,1
166,obs_10,S,Cobblestone,OPT,10,OPT,17,1
167,obs_10,S,Cobblestone,OPT,7,OPT,4,2
168,obs_10,S,Car,LINEAR,10,LINEAR,7,2
169,obs_10,S,Car,DQ,1,Reference,0,2
170,obs_10,S,Car,OPT,17,DQ,17,1
171,obs_10,S,Car,NN,24,NN,17,1
172,obs_10,S,Car,NN,1,Reference,0,2
173,obs_10,S,Cobblestone,NN,4,NN,7,1
174,obs_10,S,Cobblestone,NN,1,OPT,1,2
175,obs_10,S,Car,LINEAR,7,DQ,7,2
176,obs_10,S,Cobblestone,NN,17,NN,24,2
177,obs_10,S,Car,OPT,10,DQ,10,2
178,obs_10,S,Cobblestone,DQ,4,DQ,1,2
179,obs_10,S,Car,OPT,4,OPT,1,2
180,obs_10,S,Car,DQ,7,OPT,7,1
181,obs_10,S,Car,NN,17,OPT,17,2
182,obs_10,S,Cobblestone,NN,24,OPT,24,2
183,obs_10,S,Cobblestone,DQ,10,DQ,17,1
184,obs_10,S,Car,OPT,7,OPT,4,2
185,obs_10,S,Cobblestone,NN,7,NN,10,1
186,obs_10,S,Cobblestone,LINEAR,10,OPT,10,2
187,obs_10,S,Car,LINEAR,4,LINEAR,1,2
188,obs_10,S,Cobblestone,DQ,10,LINEAR,10,2
189,obs_10,S,Car,DQ,10,NN,10,1
190,obs_10,S,Car,DQ,1,OPT,1,2
191,obs_10,S,Cobblestone,NN,10,OPT,10,1
192,obs_10,S,Cobblestone,LINEAR,17,DQ,17,2
193,obs_10,S,Car,LINEAR,17,LINEAR,24,1
194,obs_10,S,Cobblestone,NN,7,OPT,7,1
195,obs_10,S,Car,NN,10,NN,7,2
196,obs_10,S,Cobblestone,OPT,1,DQ,1,2
197,obs_10,S,Cobblestone,DQ,24,NN,24,1
198,obs_10,S,Car,OPT,17,LINEAR,17,1
199,obs_10,S,Car,OPT,10,OPT,7,1
200,obs_10,S,Cobblestone,OPT,4,LINEAR,4,2
201,obs_10,S,Car,LINEAR,1,NN,1,2
202,obs_10,S,Car,OPT,1,LINEAR,1,1
203,obs_10,S,Car,DQ,10,DQ,7,2
204,obs_10,S,Cobblestone,OPT,4,DQ,4,1
205,obs_10,S,Cobblestone,LINEAR,4,NN,4,2
206,obs_10,S,Cobblestone,OPT,1,Reference,0,2
207,obs_10,S,Cobblestone,OPT,17,LINEAR,17,2
208,obs_10,S,Car,DQ,10,DQ,17,1
209,obs_10,S,Cobblestone,OPT,17,DQ,17,2
210,obs_10,S,Car,OPT,7,LINEAR,7,1
211,obs_10,S,Car,NN,1,DQ,1,2
212,obs_10,S,Car,NN,4,LINEAR,4,1
213,obs_10,S,Cobblestone,LINEAR,24,OPT,24,2
214,obs_10,S,Cobblestone,OPT,10,OPT,7,2
215,obs_10,S,Cobblestone,NN,24,LINEAR,24,1
216,obs_10,S,Car,DQ,7,DQ,4,1
217,obs_10,S,Cobblestone,LINEAR,1,DQ,1,2
218,obs_10,S,Cobblestone,OPT,24,DQ,24,2
219,obs_10,S,Cobblestone,DQ,17,NN,17,1
220,obs_10,S,Car,LINEAR,10,NN,10,2
221,obs_10,S,Car,DQ,17,DQ,24,1
222,obs_10,S,Car,NN,4,OPT,4,1
223,obs_10,S,Car,OPT,1,Reference,0,2
224,obs_10,S,Car,LINEAR,4,OPT,4,2
225,obs_10,S,Cobblestone,LINEAR,7,NN,7,2
226,obs_10,S,Cobblestone,LINEAR,17,LINEAR,10,2
227,obs_10,S,Car,DQ,1,LINEAR,1,1
228,obs_10,S,Car,LINEAR,10,DQ,10,2
229,obs_10,S,Car,NN,10,NN,17,1
230,obs_10,S,Cobblestone,OPT,17,OPT,24,1
231,obs_10,S,Cobblestone,DQ,7,OPT,7,1
232,obs_10,S,Car,DQ,24,NN,24,1
233,obs_10,S,Cobblestone,NN,4,DQ,4,2
234,obs_10,S,Cobblestone,NN,1,NN,4,1
235,obs_10,S,Cobblestone,LINEAR,17,LINEAR,24,1
236,obs_10,S,Car,OPT,7,NN,7,1
237,obs_10,S,Car,LINEAR,17,LINEAR,10,2
238,obs_10,S,Car,OPT,4,DQ,4,2
239,obs_10,S,Cobblestone,NN,17,LINEAR,17,1
240,obs_10,S,Cobblestone,DQ,1,NN,1,2
241,obs_17,S,Cobblestone,OPT,10,OPT,17,2
242,obs_17,S,Car,OPT,1,LINEAR,1,1
243,obs_17,S,Cobblestone,NN,24,OPT,24,1
244,obs_17,S,Car,OPT,10,OPT,17,2
245,obs_17,S,Cobblestone,OPT,17,LINEAR,17,1
246,obs_17,S,Car,LINEAR,1,DQ,1,1
247,obs_17,S,Cobblestone,NN,17,NN,10,2
248,obs_17,S,Cobblestone,Reference,0,OPT,1,2
249,obs_17,S,Cobblestone,LINEAR,4,LINEAR,1,2
250,obs_17,S,Cobblestone,OPT,4,OPT,1,2
251,obs_17,S,Cobblestone,DQ,24,DQ,17,2
252,obs_17,S,Cobblestone,DQ,10,DQ,7,1
253,obs_17,S,Cobblestone,NN,1,NN,4,2
254,obs_17,S,Cobblestone,NN,1,OPT,1,2
255,obs_17,S,Car,NN,4,LINEAR,4,1
256,obs_17,S,Car,LINEAR,17,LINEAR,24,1
257,obs_17,S,Cobblestone,LINEAR,1,OPT,1,1
258,obs_17,S,Cobblestone,LINEAR,24,LINEAR,17,2
259,obs_17,S,Car,NN,7,LINEAR,7,1
260,obs_17,S,Cobblestone,NN,10,DQ,10,2
261,obs_17,S,Car,OPT,7,DQ,7,1
262,obs_17,S,Car,LINEAR,4,OPT,4,2
263,obs_17,S,Cobblestone,OPT,1,DQ,1,2
264,obs_17,S,Cobblestone,LINEAR,10,LINEAR,17,1
265,obs_17,S,Cobblestone,LINEAR,1,NN,1,1
266,obs_17,S,Car,LINEAR,10,DQ,10,2
267,obs_17,S,Cobblestone,LINEAR,4,OPT,4,2
268,obs_17,S,Car,LINEAR,10,NN,10,2
269,obs_17,S,Cobblestone,DQ,1,NN,1,2
270,obs_17,S,Car,NN,24,LINEAR,24,1
271,obs_17,S,Car,OPT,4,OPT,1,1
272,obs_17,S,Car,OPT,7,LINEAR,7,1
273,obs_17,S,Cobblestone,OPT,10,NN,10,2
274,obs_17,S,Cobblestone,OPT,4,OPT,7,2
275,obs_17,S,Cobblestone,OPT,4,DQ,4,2
276,obs_17,S,Cobblestone,OPT,7,OPT,10,2
277,obs_17,S,Cobblestone,DQ,10,OPT,10,1
278,obs_17,S,Cobblestone,NN,17,LINEAR,17,1
279,obs_17,S,Car,Reference,0,DQ,1,2
280,obs_17,S,Cobblestone,LINEAR,10,NN,10,2
281,obs_17,S,Car,LINEAR,4,LINEAR,7,1
282,obs_17,S,Car,LINEAR,17,OPT,17,2
283,obs_17,S,Cobblestone,LINEAR,1,DQ,1,2
284,obs_17,S,Car,OPT,24,LINEAR,24,1
285,obs_17,S,Cobblestone,DQ,24,LINEAR,24,1
286,obs_17,S,Car,Reference,0,OPT,1,1
287,obs_17,S,Car,DQ,17,OPT,17,2
288,obs_17,S,Cobblestone,DQ,17,DQ,10,2
289,obs_17,S,Car,NN,1,LINEAR,1,1
290,obs_17,S,Car,OPT,4,OPT,7,2
291,obs_17,S,Cobblestone,DQ,10,LINEAR,10,1
292,obs_17,S,Cobblestone,DQ,17,LINEAR,17,1
293,obs_17,S,Cobblestone,DQ,7,DQ,4,2
294,obs_17,S,Car,DQ,7,LINEAR,7,1
295,obs_17,S,Cobblestone,LINEAR,1,Reference,0,2
296,obs_17,S,Car,DQ,4,NN,4,1
297,obs_17,S,Car,LINEAR,4,DQ,4,2
298,obs_17,S,Car,NN,10,DQ,10,1
299,obs_17,S,Car,DQ,17,NN,17,2
300,obs_17,S,Car,DQ,10,DQ,17,1
301,obs_17,S,Car,NN,1,OPT,1,2
302,obs_17,S,Car,OPT,24,DQ,24,1
303,obs_17,S,Cobblestone,LINEAR,7,LINEAR,10,1
304,obs_17,S,Cobblestone,NN,24,LINEAR,24,1
305,obs_17,S,Cobblestone,OPT,24,LINEAR,24,1
306,obs_17,S,Car,DQ,24,NN,24,2
307,obs_17,S,Car,DQ,4,DQ,7,1
308,obs_17,S,Car,DQ,10,OPT,10,2
309,obs_17,S,Car,NN,24,OPT,24,2
310,obs_17,S,Car,NN,17,NN,24,1
311,obs_17,S,Car,NN,7,OPT,7,2
312,obs_17,S,Car,DQ,1,DQ,4,1
313,obs_17,S,Cobblestone,OPT,4,NN,4,2
314,obs_17,S,Car,LINEAR,24,DQ,24,2
315,obs_17,S,Car,DQ,17,LINEAR,17,1
316,obs_17,S,Cobblestone,OPT,17,OPT,24,1
317,obs_17,S,Car,Reference,0,LINEAR,1,1
318,obs_17,S,Car,NN,1,NN,4,1
319,obs_17,S,Car,DQ,17,DQ,24,2
320,obs_17,S,Cobblestone,OPT,24,DQ,24,1
321,obs_17,S,Car,DQ,10,DQ,7,2
322,obs_17,S,Car,NN,17,OPT,17,2
323,obs_17,S,Cobblestone,DQ,1,DQ,4,1
324,obs_17,S,Cobblestone,LINEAR,4,LINEAR,7,1
325,obs_17,S,Car,LINEAR,4,LINEAR,1,2
326,obs_17,S,Car,NN,7,NN,4,2
327,obs_17,S,Car,OPT,10,OPT,7,1
328,obs_17,S,Car,OPT,4,DQ,4,1
329,obs_17,S,Cobblestone,NN,7,NN,4,2
330,obs_17,S,Cobblestone,OPT,7,LINEAR,7,1
331,obs_17,S,Car,OPT,17,OPT,24,1
332,obs_17,S,Cobblestone,DQ,17,OPT,17,2
333,obs_17,S,Cobblestone,LINEAR,7,NN,7,2
334,obs_17,S,Cobblestone,NN,7,NN,10,1
335,obs_17,S,Car,LINEAR,17,NN,17,2
336,obs_17,S,Cobblestone,DQ,4,NN,4,2
337,obs_17,S,Cobblestone,NN,24,NN,17,1
338,obs_17,S,Cobblestone,DQ,7,OPT,7,2
339,obs_17,S,Car,NN,10,OPT,10,2
340,obs_17,S,Car,NN,10,NN,17,1
341,obs_17,S,Cobblestone,DQ,7,LINEAR,7,1
342,obs_17,S,Cobblestone,DQ,7,NN,7,1
343,obs_17,S,Cobblestone,DQ,24,NN,24,1
344,obs_17,S,Car,OPT,4,NN,4,1
345,obs_17,S,Cobblestone,DQ,17,NN,17,2
346,obs_17,S,Cobblestone,LINEAR,10,OPT,10,2
347,obs_17,S,Car,NN,1,DQ,1,2
348,obs_17,S,Cobblestone,OPT,7,NN,7,2
349,obs_17,S,Car,DQ,7,NN,7,1
350,obs_17,S,Car,OPT,1,DQ,1,1
351,obs_17,S,Car,NN,7,NN,10,1
352,obs_17,S,Cobblestone,DQ,1,Reference,0,1
353,obs_17,S,Car,LINEAR,10,OPT,10,2
354,obs_17,S,Car,LINEAR,10,LINEAR,17,1
355,obs_17,S,Car,LINEAR,10,LINEAR,7,2
356,obs_17,S,Cobblestone,NN,17,OPT,17,2
357,obs_17,S,Cobblestone,Reference,0,NN,1,1
358,obs_17,S,Cobblestone,LINEAR,4,DQ,4,2
359,obs_17,S,Cobblestone,NN,4,LINEAR,4,1
360,obs_17,S,Car,NN,1,Reference,0,1
361,obs_16,S,Cobblestone,DQ,17,DQ,10,2
362,obs_16,S,Car,OPT,17,OPT,24,2
363,obs_16,S,Cobblestone,LINEAR,7,LINEAR,4,2
364,obs_16,S,Car,LINEAR,10,LINEAR,7,2
365,obs_16,S,Car,OPT,7,OPT,4,2
366,obs_16,S,Car,LINEAR,10,DQ,10,2
367,obs_16,S,Cobblestone,LINEAR,24,NN,24,2
368,obs_16,S,Car,OPT,10,DQ,10,2
369,obs_16,S,Car,LINEAR,7,OPT,7,2
370,obs_16,S,Car,DQ,17,NN,17,1
371,obs_16,S,Cobblestone,DQ,17,DQ,24,1
372,obs_16,S,Cobblestone,DQ,1,DQ,4,1
373,obs_16,S,Car,NN,1,NN,4,2
374,obs_16,S,Cobblestone,DQ,7,OPT,7,1
375,obs_16,S,Cobblestone,DQ,10,LINEAR,10,1
376,obs_16,S,Cobblestone,NN,4,LINEAR,4,1
377,obs_16,S,Car,NN,4,LINEAR,4,1
378,obs_16,S,Car,DQ,4,LINEAR,4,2
379,obs_16,S,Cobblestone,NN,17,OPT,17,2
380,obs_16,S,Cobblestone,DQ,17,NN,17,1
381,obs_16,S,Car,DQ,24,NN,24,1
382,obs_16,S,Car,NN,10,NN,17,1
383,obs_16,S,Cobblestone,LINEAR,7,LINEAR,10,1
384,obs_16,S,Cobblestone,OPT,1,LINEAR,1,1
385,obs_16,S,Cobblestone,OPT,7,LINEAR,7,1
386,obs_16,S,Cobblestone,LINEAR,4,OPT,4,1
387,obs_16,S,Car,DQ,7,NN,7,1
388,obs_16,S,Cobblestone,NN,10,OPT,10,2
389,obs_16,S,Car,NN,10,DQ,10,2
390,obs_16,S,Cobblestone,LINEAR,24,OPT,24,2
391,obs_16,S,Car,DQ,1,Reference,0,2
392,obs_16,S,Cobblestone,NN,10,DQ,10,2
393,obs_16,S,Cobblestone,NN,1,Reference,0,1
394,obs_16,S,Cobblestone,OPT,7,OPT,4,2
395,obs_16,S,Cobblestone,LINEAR,1,Reference,0,2
396,obs_16,S,Car,NN,10,OPT,10,2
397,obs_16,S,Car,LINEAR,1,Reference,0,1
398,obs_16,S,Car,LINEAR,4,OPT,4,2
399,obs_16,S,Cobblestone,LINEAR,17,NN,17,2
400,obs_16,S,Car,OPT,1,OPT,4,2
401,obs_16,S,Cobblestone,DQ,10,DQ,7,2
402,obs_16,S,Car,OPT,17,LINEAR,17,1
403,obs_16,S,Car,LINEAR,17,DQ,17,2
404,obs_16,S,Car,DQ,1,OPT,1,2
405,obs_16,S,Car,DQ,7,LINEAR,7,1
406,obs_16,S,Car,LINEAR,1,OPT,1,2
407,obs_16,S,Car,OPT,10,OPT,17,2
408,obs_16,S,Car,Reference,0,OPT,1,1
409,obs_16,S,Car,OPT,4,NN,4,2
410,obs_16,S,Cobblestone,OPT,7,OPT,10,2
411,obs_16,S,Cobblestone,OPT,4,NN,4,2
412,obs_16,S,Car,OPT,7,DQ,7,1
413,obs_16,S,Cobblestone,DQ,1,Reference,0,2
414,obs_16,S,Car,DQ,24,DQ,17,2
415,obs_16,S,Cobblestone,DQ,1,LINEAR,1,2
416,obs_16,S,Cobblestone,NN,10,NN,7,1
417,obs_16,S,Cobblestone,OPT,24,OPT,17,2
418,obs_16,S,Car,NN,7,NN,10,2
419,obs_16,S,Car,OPT,4,DQ,4,2
420,obs_16,S,Car,OPT,17,DQ,17,1
421,obs_16,S,Cobblestone,OPT,24,NN,24,1
422,obs_16,S,Cobblestone,NN,4,NN,1,2
423,obs_16,S,Car,DQ,24,LINEAR,24,1
424,obs_16,S,Cobblestone,NN,17,NN,10,2
425,obs_16,S,Cobblestone,OPT,1,OPT,4,1
426,obs_16,S,Cobblestone,NN,17,NN,24,1
427,obs_16,S,Car,DQ,4,NN,4,1
428,obs_16,S,Car,NN,4,NN,7,1
429,obs_16,S,Car,DQ,1,LINEAR,1,1
430,obs_16,S,Cobblestone,NN,4,DQ,4,2
431,obs_16,S,Car,DQ,10,DQ,17,1
432,obs_16,S,Car,NN,7,LINEAR,7,1
433,obs_16,S,Car,NN,24,LINEAR,24,1
434,obs_16,S,Cobblestone,DQ,7,NN,7,1
435,obs_16,S,Cobblestone,DQ,24,NN,24,1
436,obs_16,S,Car,LINEAR,24,OPT,24,2
437,obs_16,S,Car,NN,17,OPT,17,2
438,obs_16,S,Cobblestone,LINEAR,24,LINEAR,17,2
439,obs_16,S,Car,NN,10,LINEAR,10,1
440,obs_16,S,Car,DQ,4,DQ,7,2
441,obs_16,S,Cobblestone,Reference,0,OPT,1,1
442,obs_16,S,Car,LINEAR,17,LINEAR,10,2
443,obs_16,S,Car,NN,1,OPT,1,2
444,obs_16,S,Cobblestone,LINEAR,7,DQ,7,2
445,obs_16,S,Cobblestone,NN,7,NN,4,2
446,obs_16,S,Cobblestone,OPT,4,DQ,4,1
447,obs_16,S,Cobblestone,DQ,17,LINEAR,17,1
448,obs_16,S,Car,DQ,7,DQ,10,1
449,obs_16,S,Car,DQ,24,OPT,24,2
450,obs_16,S,Car,OPT,24,NN,24,1
451,obs_16,S,Car,NN,1,LINEAR,1,2
452,obs_16,S,Cobblestone,NN,1,LINEAR,1,1
453,obs_16,S,Car,DQ,4,DQ,1,2
454,obs_16,S,Cobblestone,DQ,4,DQ,7,1
455,obs_16,S,Cobblestone,OPT,10,DQ,10,1
456,obs_16,S,Car,LINEAR,1,LINEAR,4,1
457,obs_16,S,Cobblestone,DQ,24,LINEAR,24,1
458,obs_16,S,Cobblestone,NN,1,DQ,1,1
459,obs_16,S,Cobblestone,LINEAR,17,LINEAR,10,2
460,obs_16,S,Cobblestone,OPT,7,NN,7,2
461,obs_16,S,Cobblestone,LINEAR,10,NN,10,2
462,obs_16,S,Cobblestone,LINEAR,4,LINEAR,1,2
463,obs_16,S,Cobblestone,DQ,17,OPT,17,2
464,obs_16,S,Car,DQ,1,NN,1,2
465,obs_16,S,Cobblestone,OPT,24,DQ,24,2
466,obs_16,S,Car,LINEAR,24,LINEAR,17,1
467,obs_16,S,Car,NN,17,LINEAR,17,1
468,obs_16,S,Cobblestone,NN,1,OPT,1,1
469,obs_16,S,Cobblestone,LINEAR,10,OPT,10,2
470,obs_16,S,Car,OPT,7,NN,7,1
471,obs_16,S,Cobblestone,OPT,17,OPT,10,2
472,obs_16,S,Car,NN,1,Reference,0,2
473,obs_16,S,Car,LINEAR,10,OPT,10,2
474,obs_16,S,Cobblestone,DQ,1,OPT,1,2
475,obs_16,S,Cobblestone,NN,7,LINEAR,7,1
476,obs_16,S,Car,NN,24,NN,17,2
477,obs_16,S,Car,LINEAR,4,LINEAR,7,1
478,obs_16,S,Cobblestone,LINEAR,4,DQ,4,2
479,obs_16,S,Cobblestone,OPT,17,LINEAR,17,1
480,obs_16,S,Car,OPT,7,OPT,10,1
481,obs_14,S,Car,OPT,24,NN,24,1
482,obs_14,S,Car,Reference,0,OPT,1,2
483,obs_14,S,Cobblestone,DQ,4,DQ,7,2
484,obs_14,S,Car,NN,4,DQ,4,1
485,obs_14,S,Car,DQ,1,NN,1,1
486,obs_14,S,Cobblestone,DQ,7,NN,7,1
487,obs_14,S,Cobblestone,LINEAR,1,NN,1,2
488,obs_14,S,Cobblestone,LINEAR,7,OPT,7,2
489,obs_14,S,Car,OPT,1,NN,1,1
490,obs_14,S,Car,NN,7,NN,4,2
