trial,observer,session,scene,dist_type1,dist_level1,dist_type2,dist_level2,selected
20760,obs_18,S,Toys,HEVC,24,Gaussian,24,2
20761,obs_18,S,Toys,NN,7,NN,4,1
20762,obs_18,S,LivingRoom,HEVC,24,OPT,24,2
20763,obs_18,S,Mannequin,OPT,7,Gaussian,7,1
20764,obs_18,S,LivingRoom,Gaussian,10,HEVC,10,1
20765,obs_18,S,LivingRoom,Gaussian,10,OPT,10,2
20766,obs_18,S,Mannequin,HEVC,17,OPT,17,2
20767,obs_18,S,LivingRoom,OPT,7,HEVC,7,1
20768,obs_18,S,LivingRoom,Gaussian,17,Gaussian,24,2
20769,obs_18,S,Mannequin,OPT,4,Gaussian,4,2
20770,obs_18,S,Toys,OPT,7,HEVC,7,1
20771,obs_18,S,Toys,Gaussian,24,NN,24,1
20772,obs_18,S,Mannequin,OPT,4,OPT,1,2
20773,obs_18,S,Mannequin,HEVC,7,HEVC,4,2
20774,obs_18,S,Toys,Gaussian,1,HEVC,1,1
20775,obs_18,S,LivingRoom,NN,7,OPT,7,1
20776,obs_18,S,Toys,NN,1,Reference,0,1
20777,obs_18,S,LivingRoom,Gaussian,24,NN,24,2
20778,obs_18,S,Mannequin,Reference,0,OPT,1,1
20779,obs_18,S,LivingRoom,NN,7,Gaussian,7,1
20780,obs_18,S,Toys,OPT,24,HEVC,24,1
20781,obs_18,S,Mannequin,Gaussian,10,HEVC,10,1
20782,obs_18,S,LivingRoom,OPT,4,NN,4,2
20783,obs_18,S,Toys,NN,17,HEVC,17,1
20784,obs_18,S,Mannequin,Gaussian,4,HEVC,4,2
20785,obs_18,S,LivingRoom,HEVC,1,OPT,1,2
20786,obs_18,S,Toys,Gaussian,1,Reference,0,1
20787,obs_18,S,LivingRoom,NN,10,NN,7,2
20788,obs_18,S,Toys,HEVC,7,NN,7,2
20789,obs_18,S,Mannequin,NN,10,NN,17,1
20790,obs_18,S,Toys,NN,7,NN,4,2
20791,obs_18,S,Toys,HEVC,17,Gaussian,17,1
20792,obs_18,S,LivingRoom,OPT,4,OPT,7,2
20793,obs_18,S,Mannequin,HEVC,17,NN,17,2
20794,obs_18,S,LivingRoom,OPT,4,OPT,1,1
20795,obs_18,S,Mannequin,Gaussian,10,Gaussian,7,2
20796,obs_18,S,Toys,Gaussian,4,OPT,4,2
20797,obs_18,S,Mannequin,HEVC,4,OPT,4,2
20798,obs_18,S,Toys,OPT,10,Gaussian,10,1
20799,obs_18,S,LivingRoom,Reference,0,NN,1,2
20800,obs_18,S,Mannequin,OPT,10,NN,10,2
20801,obs_18,S,Mannequin,NN,4,OPT,4,1
20802,obs_18,S,LivingRoom,HEVC,24,HEVC,17,2
20803,obs_18,S,Mannequin,OPT,17,OPT,10,1
20804,obs_18,S,Toys,HEVC,4,OPT,4,2
20805,obs_18,S,Toys,NN,24,NN,17,1
20806,obs_18,S,LivingRoom,HEVC,17,OPT,17,2
20807,obs_18,S,Mannequin,OPT,1,Gaussian,1,1
20808,obs_18,S,Toys,Gaussian,10,HEVC,10,2
20809,obs_18,S,Toys,OPT,24,NN,24,1
20810,obs_18,S,LivingRoom,NN,7,OPT,7,2
20811,obs_18,S,Toys,HEVC,1,HEVC,4,1
20812,obs_18,S,LivingRoom,NN,17,OPT,17,2
20813,obs_18,S,Toys,NN,7,NN,4,1
20814,obs_18,S,LivingRoom,Gaussian,1,OPT,1,2
20815,obs_18,S,Toys,OPT,1,Gaussian,1,1
20816,obs_18,S,Toys,HEVC,1,OPT,1,2
20817,obs_18,S,Toys,HEVC,1,Gaussian,1,1
20818,obs_18,S,LivingRoom,NN,7,HEVC,7,2
20819,obs_18,S,LivingRoom,NN,24,Gaussian,24,1
20820,obs_18,S,LivingRoom,HEVC,4,Gaussian,4,2
20821,obs_18,S,Mannequin,OPT,7,OPT,4,1
20822,obs_18,S,LivingRoom,OPT,17,Gaussian,17,1
20823,obs_18,S,Mannequin,Gaussian,10,NN,10,2
20824,obs_18,S,Toys,Gaussian,17,Gaussian,24,2
20825,obs_18,S,Toys,OPT,17,OPT,10,1
20826,obs_18,S,Mannequin,Gaussian,7,Gaussian,10,2
20827,obs_18,S,Mannequin,OPT,24,OPT,17,1
20828,obs_18,S,Mannequin,OPT,24,HEVC,24,1
20829,obs_18,S,LivingRoom,Gaussian,17,HEVC,17,1
20830,obs_18,S,Mannequin,HEVC,4,Gaussian,4,2
20831,obs_18,S,Toys,Gaussian,17,OPT,17,2
20832,obs_18,S,Mannequin,Gaussian,7,HEVC,7,1
20833,obs_18,S,Mannequin,HEVC,24,Gaussian,24,2
20834,obs_18,S,Toys,NN,7,HEVC,7,1
20835,obs_18,S,LivingRoom,OPT,4,HEVC,4,2
20836,obs_18,S,Toys,HEVC,24,Gaussian,24,1
20837,obs_18,S,LivingRoom,NN,24,NN,17,2
20838,obs_18,S,Toys,Gaussian,4,HEVC,4,2
20839,obs_18,S,Toys,OPT,4,OPT,7,2
20840,obs_18,S,Mannequin,HEVC,1,Gaussian,1,1
20841,obs_18,S,LivingRoom,NN,7,NN,4,2
20842,obs_18,S,Mannequin,HEVC,7,HEVC,4,2
20843,obs_18,S,Toys,Gaussian,7,NN,7,2
20844,obs_18,S,LivingRoom,OPT,1,OPT,4,1
20845,obs_18,S,LivingRoom,HEVC,10,OPT,10,2
20846,obs_18,S,Toys,HEVC,10,OPT,10,2
20847,obs_18,S,Mannequin,HEVC,17,NN,17,2
20848,obs_18,S,Toys,HEVC,24,OPT,24,2
20849,obs_18,S,Mannequin,Gaussian,4,NN,4,2
20850,obs_18,S,LivingRoom,NN,1,OPT,1,1
20851,obs_18,S,Toys,Gaussian,10,Gaussian,7,2
20852,obs_18,S,Toys,HEVC,7,HEVC,10,1
20853,obs_18,S,Toys,HEVC,24,NN,24,2
20854,obs_18,S,Toys,HEVC,7,OPT,7,2
20855,obs_18,S,Toys,NN,4,NN,1,1
20856,obs_18,S,Toys,Gaussian,4,NN,4,2
20857,obs_18,S,Toys,NN,10,NN,17,1
20858,obs_18,S,Mannequin,Gaussian,7,NN,7,2
20859,obs_18,S,LivingRoom,OPT,7,Gaussian,7,1
20860,obs_18,S,LivingRoom,OPT,7,HEVC,7,1
20861,obs_18,S,Mannequin,NN,7,OPT,7,2
20862,obs_18,S,Mannequin,NN,17,OPT,17,2
20863,obs_18,S,LivingRoom,Gaussian,24,OPT,24,2
20864,obs_18,S,Mannequin,HEVC,17,HEVC,24,1
20865,obs_18,S,Mannequin,OPT,24,NN,24,1
20866,obs_18,S,Mannequin,Gaussian,24,OPT,24,2
20867,obs_18,S,LivingRoom,NN,4,OPT,4,1
20868,obs_18,S,Toys,OPT,4,Gaussian,4,1
20869,obs_18,S,Toys,NN,17,Gaussian,17,1
20870,obs_18,S,LivingRoom,NN,4,HEVC,4,2
20871,obs_18,S,Mannequin,Gaussian,10,OPT,10,2
20872,obs_18,S,Toys,NN,10,NN,7,2
20873,obs_18,S,Toys,Gaussian,17,HEVC,17,2
20874,obs_18,S,Mannequin,Gaussian,1,Reference,0,2
20875,obs_18,S,LivingRoom,Gaussian,10,Gaussian,17,1
20876,obs_18,S,Toys,Gaussian,7,HEVC,7,2
20877,obs_18,S,LivingRoom,Reference,0,HEVC,1,1
20878,obs_18,S,Toys,HEVC,1,NN,1,2
20879,obs_18,S,LivingRoom,OPT,17,OPT,24,1
20880,obs_18,S,Toys,Gaussian,1,Reference,0,2
20881,obs_18,S,LivingRoom,Gaussian,4,Gaussian,1,2
20882,obs_18,S,Toys,Gaussian,24,NN,24,2
20883,obs_18,S,Mannequin,NN,4,HEVC,4,2
20884,obs_18,S,LivingRoom,NN,1,HEVC,1,1
20885,obs_18,S,LivingRoom,HEVC,7,HEVC,10,1
20886,obs_18,S,LivingRoom,OPT,10,OPT,7,2
20887,obs_18,S,Mannequin,NN,4,NN,1,1
20888,obs_18,S,Mannequin,OPT,17,HEVC,17,1
20889,obs_18,S,LivingRoom,HEVC,24,NN,24,2
20890,obs_18,S,LivingRoom,HEVC,7,Gaussian,7,2
20891,obs_18,S,LivingRoom,Gaussian,7,Gaussian,4,2
20892,obs_18,S,Mannequin,OPT,7,HEVC,7,1
20893,obs_18,S,Mannequin,Gaussian,4,Gaussian,1,2
20894,obs_18,S,Mannequin,HEVC,1,Reference,0,2
20895,obs_18,S,Toys,NN,1,OPT,1,2
20896,obs_18,S,LivingRoom,HEVC,24,Gaussian,24,2
20897,obs_18,S,LivingRoom,HEVC,7,HEVC,4,2
20898,obs_18,S,Mannequin,OPT,17,Gaussian,17,1
20899,obs_18,S,LivingRoom,NN,10,Gaussian,10,1
20900,obs_18,S,Mannequin,OPT,10,OPT,7,2
20901,obs_18,S,Mannequin,OPT,1,NN,1,2
20902,obs_18,S,Toys,Reference,0,NN,1,1
20903,obs_18,S,Toys,OPT,4,NN,4,2
20904,obs_18,S,Toys,HEVC,17,OPT,17,2
20905,obs_18,S,Toys,HEVC,17,NN,17,1
20906,obs_18,S,Toys,Gaussian,17,Gaussian,10,2
20907,obs_18,S,LivingRoom,HEVC,10,Gaussian,10,2
20908,obs_18,S,Mannequin,HEVC,7,NN,7,2
20909,obs_18,S,Toys,Reference,0,HEVC,1,1
20910,obs_18,S,Toys,OPT,24,OPT,17,2
20911,obs_18,S,Mannequin,NN,17,NN,24,1
20912,obs_18,S,Mannequin,Gaussian,17,Gaussian,24,1
20913,obs_18,S,Toys,Gaussian,4,Gaussian,7,1
20914,obs_18,S,Toys,NN,4,HEVC,4,2
20915,obs_18,S,LivingRoom,NN,10,NN,17,1
20916,obs_18,S,LivingRoom,Gaussian,24,Gaussian,17,2
20917,obs_18,S,Mannequin,HEVC,17,Gaussian,17,2
20918,obs_18,S,LivingRoom,OPT,10,NN,10,1
20919,obs_18,S,Toys,Gaussian,10,NN,10,2
20920,obs_18,S,LivingRoom,HEVC,1,HEVC,4,2
20921,obs_18,S,LivingRoom,OPT,24,NN,24,1
20922,obs_18,S,LivingRoom,OPT,1,HEVC,1,1
20923,obs_18,S,Toys,NN,17,OPT,17,2
20924,obs_18,S,LivingRoom,OPT,7,OPT,4,2
20925,obs_18,S,LivingRoom,HEVC,17,HEVC,10,2
20926,obs_18,S,Mannequin,HEVC,17,HEVC,10,2
20927,obs_18,S,Mannequin,HEVC,10,NN,10,2
20928,obs_18,S,Toys,NN,10,HEVC,10,1
20929,obs_18,S,Toys,Gaussian,24,OPT,24,2
20930,obs_18,S,Mannequin,NN,7,NN,4,1
20931,obs_18,S,Mannequin,Gaussian,1,NN,1,2
20932,obs_18,S,Toys,Gaussian,1,NN,1,2
20933,obs_18,S,Toys,OPT,7,OPT,10,1
20934,obs_18,S,LivingRoom,Gaussian,17,NN,17,2
20935,obs_18,S,LivingRoom,HEVC,17,NN,17,2
20936,obs_18,S,Mannequin,NN,24,Gaussian,24,2
20937,obs_18,S,Toys,Reference,0,OPT,1,1
20938,obs_18,S,LivingRoom,NN,7,NN,10,2
20939,obs_18,S,Mannequin,NN,1,Reference,0,1
20940,obs_18,S,Toys,Gaussian,4,Gaussian,1,2
20941,obs_18,S,Mannequin,HEVC,10,HEVC,7,2
20942,obs_18,S,Mannequin,NN,10,NN,7,2
20943,obs_18,S,Mannequin,NN,1,HEVC,1,1
20944,obs_18,S,LivingRoom,Reference,0,OPT,1,2
20945,obs_18,S,LivingRoom,NN,4,NN,1,1
20946,obs_18,S,Toys,OPT,7,NN,7,1
20947,obs_18,S,Mannequin,OPT,7,Gaussian,7,1
20948,obs_18,S,Mannequin,Gaussian,4,Gaussian,7,1
20949,obs_18,S,Mannequin,Gaussian,4,OPT,4,2
20950,obs_18,S,LivingRoom,Gaussian,7,NN,7,2
20951,obs_18,S,Mannequin,OPT,1,HEVC,1,1
20952,obs_18,S,Mannequin,Gaussian,17,NN,17,2
20953,obs_18,S,Toys,HEVC,17,HEVC,10,2
20954,obs_18,S,LivingRoom,Gaussian,10,OPT,10,2
20955,obs_18,S,Mannequin,NN,17,NN,10,2
20956,obs_18,S,Mannequin,HEVC,1,HEVC,4,1
20957,obs_18,S,LivingRoom,OPT,4,Gaussian,4,1
20958,obs_18,S,Mannequin,Gaussian,17,Gaussian,10,2
20959,obs_18,S,Toys,OPT,10,NN,10,1
20960,obs_18,S,LivingRoom,Reference,0,Gaussian,1,2
20961,obs_18,S,Toys,HEVC,24,HEVC,17,2
20962,obs_18,S,LivingRoom,NN,4,Gaussian,4,1
20963,obs_18,S,Toys,HEVC,4,HEVC,7,1
20964,obs_18,S,Toys,OPT,4,OPT,1,2
20965,obs_18,S,Mannequin,OPT,1,OPT,4,1
20966,obs_18,S,LivingRoom,NN,10,HEVC,10,1
20967,obs_18,S,LivingRoom,OPT,24,HEVC,24,1
20968,obs_18,S,Mannequin,NN,24,HEVC,24,1
20969,obs_18,S,Mannequin,Gaussian,10,HEVC,10,1
20970,obs_18,S,LivingRoom,OPT,17,OPT,10,2
20971,obs_18,S,Mannequin,OPT,10,HEVC,10,1
20972,obs_18,S,Mannequin,Reference,0,OPT,1,2
20973,obs_18,S,LivingRoom,Gaussian,1,HEVC,1,1
20974,obs_18,S,Toys,OPT,7,Gaussian,7,1
20975,obs_18,S,LivingRoom,Gaussian,10,Gaussian,7,2
20976,obs_18,S,LivingRoom,NN,1,Gaussian,1,1
20977,obs_2,S,Mannequin,NN,17,NN,10,2
20978,obs_2,S,Toys,NN,7,NN,4,2
20979,obs_2,S,Toys,HEVC,17,Gaussian,17,2
20980,obs_2,S,LivingRoom,OPT,7,OPT,4,2
20981,obs_2,S,Mannequin,NN,17,HEVC,17,1
20982,obs_2,S,LivingRoom,OPT,1,OPT,4,2
20983,obs_2,S,Mannequin,Gaussian,10,Gaussian,7,2
20984,obs_2,S,Toys,Gaussian,4,OPT,4,2
20985,obs_2,S,Mannequin,HEVC,1,OPT,1,2
20986,obs_2,S,LivingRoom,Gaussian,1,Gaussian,4,2
20987,obs_2,S,Toys,Gaussian,7,OPT,7,2
20988,obs_2,S,Mannequin,OPT,1,OPT,4,2
20989,obs_2,S,LivingRoom,Gaussian,7,NN,7,2
20990,obs_2,S,LivingRoom,Reference,0,OPT,1,2
20991,obs_2,S,LivingRoom,OPT,17,HEVC,17,1
20992,obs_2,S,Mannequin,NN,4,NN,7,2
20993,obs_2,S,Toys,NN,10,HEVC,10,1
20994,obs_2,S,LivingRoom,NN,10,HEVC,10,1
20995,obs_2,S,LivingRoom,Gaussian,1,NN,1,1
20996,obs_2,S,Toys,Gaussian,4,HEVC,4,2
20997,obs_2,S,LivingRoom,HEVC,17,NN,17,2
20998,obs_2,S,Mannequin,Gaussian,17,Gaussian,10,2
20999,obs_2,S,LivingRoom,NN,1,OPT,1,1
21000,obs_2,S,Mannequin,OPT,10,HEVC,10,1
21001,obs_2,S,LivingRoom,HEVC,10,HEVC,7,2
21002,obs_2,S,Toys,HEVC,24,HEVC,17,2
21003,obs_2,S,Toys,NN,7,OPT,7,2
21004,obs_2,S,Toys,NN,24,Gaussian,24,1
21005,obs_2,S,LivingRoom,NN,1,HEVC,1,1
21006,obs_2,S,Toys,OPT,7,HEVC,7,1
21007,obs_2,S,Mannequin,Gaussian,24,Gaussian,17,2
21008,obs_2,S,Mannequin,OPT,7,OPT,4,1
21009,obs_2,S,Mannequin,OPT,4,Gaussian,4,1
21010,obs_2,S,Mannequin,NN,7,OPT,7,2
21011,obs_2,S,Mannequin,HEVC,7,Gaussian,7,2
21012,obs_2,S,Mannequin,HEVC,17,HEVC,24,1
21013,obs_2,S,LivingRoom,HEVC,4,HEVC,1,2
21014,obs_2,S,LivingRoom,HEVC,1,OPT,1,1
21015,obs_2,S,Toys,Gaussian,10,Gaussian,7,2
21016,obs_2,S,Toys,HEVC,1,OPT,1,1
21017,obs_2,S,Mannequin,NN,10,NN,17,1
21018,obs_2,S,Toys,Reference,0,OPT,1,1
21019,obs_2,S,Toys,Gaussian,10,OPT,10,2
21020,obs_2,S,Toys,HEVC,1,HEVC,4,1
21021,obs_2,S,Toys,Gaussian,4,Gaussian,7,1
21022,obs_2,S,Mannequin,NN,24,HEVC,24,1
21023,obs_2,S,LivingRoom,HEVC,10,OPT,10,2
21024,obs_2,S,Toys,OPT,24,NN,24,1
21025,obs_2,S,Mannequin,HEVC,17,HEVC,10,2
21026,obs_2,S,Mannequin,Gaussian,24,HEVC,24,1
21027,obs_2,S,Mannequin,Gaussian,1,HEVC,1,2
21028,obs_2,S,LivingRoom,Gaussian,4,HEVC,4,2
21029,obs_2,S,Toys,Reference,0,NN,1,2
21030,obs_2,S,Toys,OPT,10,NN,10,1
21031,obs_2,S,Mannequin,OPT,17,OPT,10,2
21032,obs_2,S,LivingRoom,OPT,17,NN,17,1
21033,obs_2,S,LivingRoom,Gaussian,17,NN,17,2
21034,obs_2,S,LivingRoom,Gaussian,10,NN,10,2
21035,obs_2,S,LivingRoom,NN,1,NN,4,2
21036,obs_2,S,Toys,OPT,4,HEVC,4,2
21037,obs_2,S,LivingRoom,Gaussian,17,OPT,17,2
21038,obs_2,S,Toys,OPT,4,OPT,1,1
21039,obs_2,S,Mannequin,Gaussian,10,HEVC,10,1
21040,obs_2,S,Toys,NN,17,NN,24,2
21041,obs_2,S,LivingRoom,HEVC,17,HEVC,24,1
21042,obs_2,S,LivingRoom,HEVC,4,HEVC,7,1
21043,obs_2,S,Mannequin,OPT,10,Gaussian,10,1
21044,obs_2,S,Mannequin,Reference,0,HEVC,1,1
21045,obs_2,S,Mannequin,OPT,1,NN,1,1
21046,obs_2,S,LivingRoom,Reference,0,HEVC,1,2
21047,obs_2,S,Mannequin,Reference,0,Gaussian,1,2
21048,obs_2,S,LivingRoom,NN,24,OPT,24,2
21049,obs_2,S,LivingRoom,NN,7,HEVC,7,1
21050,obs_2,S,Toys,Gaussian,1,NN,1,2
21051,obs_2,S,Mannequin,Gaussian,7,OPT,7,2
21052,obs_2,S,Toys,NN,17,NN,10,2
21053,obs_2,S,Toys,HEVC,4,NN,4,1
21054,obs_2,S,Toys,HEVC,7,Gaussian,7,2
21055,obs_2,S,LivingRoom,NN,1,Reference,0,2
21056,obs_2,S,Toys,Gaussian,24,Gaussian,17,2
21057,obs_2,S,Toys,HEVC,24,Gaussian,24,2
21058,obs_2,S,Mannequin,NN,7,Gaussian,7,2
21059,obs_2,S,Toys,Gaussian,17,OPT,17,2
21060,obs_2,S,LivingRoom,NN,4,HEVC,4,2
21061,obs_2,S,Toys,Reference,0,HEVC,1,2
21062,obs_2,S,LivingRoom,Gaussian,24,NN,24,2
21063,obs_2,S,Toys,Reference,0,Gaussian,1,2
21064,obs_2,S,Toys,HEVC,4,HEVC,7,1
21065,obs_2,S,Toys,HEVC,10,Gaussian,10,2
21066,obs_2,S,Toys,Gaussian,4,NN,4,2
21067,obs_2,S,Mannequin,NN,17,HEVC,17,1
21068,obs_2,S,LivingRoom,HEVC,24,Gaussian,24,2
21069,obs_2,S,Toys,Gaussian,10,Gaussian,17,1
21070,obs_2,S,Toys,OPT,1,Gaussian,1,2
21071,obs_2,S,Toys,HEVC,17,NN,17,2
21072,obs_2,S,Toys,OPT,4,NN,4,2
21073,obs_2,S,Mannequin,OPT,24,OPT,17,2
21074,obs_2,S,Mannequin,HEVC,7,HEVC,10,2
21075,obs_2,S,LivingRoom,Gaussian,17,HEVC,17,1
21076,obs_2,S,Toys,NN,24,HEVC,24,1
21077,obs_2,S,Mannequin,Gaussian,10,Gaussian,7,2
21078,obs_2,S,Mannequin,OPT,4,NN,4,2
21079,obs_2,S,LivingRoom,HEVC,24,OPT,24,2
21080,obs_2,S,LivingRoom,Gaussian,10,Gaussian,17,1
21081,obs_2,S,Toys,NN,1,HEVC,1,1
21082,obs_2,S,Mannequin,HEVC,4,NN,4,2
21083,obs_2,S,Mannequin,HEVC,10,NN,10,2
21084,obs_2,S,Toys,Gaussian,1,Gaussian,4,2
21085,obs_2,S,LivingRoom,OPT,10,OPT,7,1
21086,obs_2,S,Mannequin,NN,1,HEVC,1,2
21087,obs_2,S,Toys,HEVC,17,Gaussian,17,2
21088,obs_2,S,Mannequin,NN,24,OPT,24,2
21089,obs_2,S,Toys,HEVC,1,Gaussian,1,2
21090,obs_2,S,Mannequin,OPT,4,HEVC,4,2
21091,obs_2,S,Mannequin,OPT,7,OPT,10,2
21092,obs_2,S,Toys,OPT,10,HEVC,10,1
21093,obs_2,S,Toys,NN,17,OPT,17,2
21094,obs_2,S,LivingRoom,NN,7,NN,10,2
21095,obs_2,S,Toys,OPT,10,OPT,17,2
21096,obs_2,S,Mannequin,HEVC,7,HEVC,4,2
21097,obs_2,S,Mannequin,NN,24,Gaussian,24,2
21098,obs_2,S,Mannequin,Gaussian,4,NN,4,2
21099,obs_2,S,Toys,HEVC,10,HEVC,7,2
21100,obs_2,S,Mannequin,NN,24,NN,17,2
21101,obs_2,S,LivingRoom,HEVC,4,OPT,4,2
21102,obs_2,S,Toys,NN,7,NN,10,2
21103,obs_2,S,Mannequin,HEVC,17,OPT,17,2
21104,obs_2,S,Toys,OPT,1,NN,1,2
21105,obs_2,S,LivingRoom,Gaussian,1,OPT,1,2
21106,obs_2,S,Toys,OPT,7,OPT,4,2
21107,obs_2,S,Toys,OPT,4,Gaussian,4,2
21108,obs_2,S,Mannequin,Gaussian,1,OPT,1,1
21109,obs_2,S,Mannequin,Gaussian,4,Gaussian,1,2
21110,obs_2,S,LivingRoom,Gaussian,4,OPT,4,2
21111,obs_2,S,LivingRoom,OPT,24,Gaussian,24,2
21112,obs_2,S,Mannequin,NN,1,Reference,0,1
21113,obs_2,S,LivingRoom,NN,24,HEVC,24,1
21114,obs_2,S,LivingRoom,HEVC,7,OPT,7,2
21115,obs_2,S,Mannequin,HEVC,24,OPT,24,2
21116,obs_2,S,Toys,OPT,17,HEVC,17,1
21117,obs_2,S,LivingRoom,Gaussian,7,OPT,7,2
21118,obs_2,S,LivingRoom,Gaussian,4,Gaussian,7,1
21119,obs_2,S,LivingRoom,NN,4,Gaussian,4,1
21120,obs_2,S,Mannequin,HEVC,4,HEVC,1,2
21121,obs_2,S,Mannequin,NN,1,Gaussian,1,2
21122,obs_2,S,Toys,HEVC,24,OPT,24,2
21123,obs_2,S,Mannequin,HEVC,7,OPT,7,2
21124,obs_2,S,Toys,NN,4,NN,7,2
21125,obs_2,S,LivingRoom,Gaussian,17,Gaussian,24,1
21126,obs_2,S,LivingRoom,Gaussian,10,Gaussian,7,2
21127,obs_2,S,Mannequin,NN,7,HEVC,7,1
21128,obs_2,S,LivingRoom,Gaussian,7,HEVC,7,1
21129,obs_2,S,LivingRoom,NN,7,OPT,7,2
21130,obs_2,S,Toys,NN,4,NN,1,2
21131,obs_2,S,LivingRoom,NN,10,NN,17,1
21132,obs_2,S,LivingRoom,OPT,10,OPT,17,2
21133,obs_2,S,LivingRoom,OPT,4,OPT,1,1
21134,obs_2,S,Toys,Gaussian,7,NN,7,2
21135,obs_2,S,Toys,OPT,10,OPT,7,2
21136,obs_2,S,LivingRoom,Gaussian,10,HEVC,10,1
21137,obs_2,S,Mannequin,NN,10,Gaussian,10,1
21138,obs_2,S,Toys,NN,17,Gaussian,17,1
21139,obs_2,S,Mannequin,Gaussian,17,NN,17,2
21140,obs_2,S,LivingRoom,OPT,17,OPT,24,2
21141,obs_2,S,Mannequin,NN,1,NN,4,2
21142,obs_2,S,Mannequin,Gaussian,24,OPT,24,2
21143,obs_2,S,LivingRoom,OPT,10,NN,10,2
21144,obs_2,S,Toys,HEVC,7,NN,7,2
21145,obs_2,S,Mannequin,Gaussian,7,Gaussian,4,2
21146,obs_2,S,Toys,Gaussian,10,NN,10,2
21147,obs_2,S,Mannequin,OPT,17,Gaussian,17,2
21148,obs_2,S,Toys,HEVC,10,HEVC,17,1
21149,obs_2,S,LivingRoom,HEVC,17,HEVC,10,2
21150,obs_2,S,LivingRoom,OPT,4,NN,4,1
21151,obs_2,S,LivingRoom,NN,17,NN,24,2
21152,obs_2,S,LivingRoom,NN,7,NN,4,1
21153,obs_2,S,Mannequin,OPT,10,NN,10,1
21154,obs_2,S,Toys,OPT,24,Gaussian,24,1
21155,obs_2,S,LivingRoom,Gaussian,1,HEVC,1,2
21156,obs_2,S,LivingRoom,OPT,7,OPT,4,2
21157,obs_2,S,Mannequin,HEVC,4,Gaussian,4,2
21158,obs_2,S,Mannequin,OPT,17,NN,17,2
21159,obs_2,S,LivingRoom,Gaussian,10,OPT,10,2
21160,obs_2,S,Toys,OPT,24,OPT,17,2
21161,obs_2,S,Mannequin,Reference,0,OPT,1,2
21162,obs_2,S,Mannequin,NN,10,NN,7,2
21163,obs_2,S,LivingRoom,Reference,0,Gaussian,1,1
21164,obs_2,S,Mannequin,Gaussian,17,HEVC,17,1
21165,obs_2,S,Bikes,OPT,4,OPT,7,2
21166,obs_2,S,Bikes,Gaussian,17,OPT,17,2
21167,obs_2,S,WorkShop,NN,1,Reference,0,1
21168,obs_2,S,WorkShop,NN,4,NN,7,2
21169,obs_2,S,Bikes,OPT,4,OPT,1,2
21170,obs_2,S,Bikes,HEVC,7,NN,7,2
21171,obs_2,S,Bikes,HEVC,7,NN,7,2
21172,obs_2,S,WorkShop,OPT,4,OPT,1,2
21173,obs_2,S,WorkShop,Gaussian,4,OPT,4,2
21174,obs_2,S,Bikes,NN,10,NN,17,2
21175,obs_2,S,WorkShop,HEVC,1,OPT,1,2
21176,obs_2,S,Bikes,Gaussian,17,Gaussian,10,2
21177,obs_2,S,Bikes,OPT,24,HEVC,24,1
21178,obs_2,S,Bikes,NN,24,OPT,24,1
21179,obs_2,S,Bikes,NN,7,OPT,7,2
21180,obs_2,S,WorkShop,OPT,24,HEVC,24,2
21181,obs_2,S,WorkShop,NN,4,NN,1,2
21182,obs_2,S,Bikes,HEVC,17,HEVC,10,2
21183,obs_2,S,Bikes,NN,1,NN,4,2
21184,obs_2,S,WorkShop,HEVC,10,OPT,10,2
21185,obs_2,S,WorkShop,Reference,0,HEVC,1,2
21186,obs_2,S,WorkShop,NN,1,HEVC,1,2
21187,obs_2,S,WorkShop,HEVC,17,OPT,17,1
21188,obs_2,S,WorkShop,NN,17,NN,24,2
21189,obs_2,S,Bikes,Reference,0,NN,1,2
21190,obs_2,S,Bikes,Gaussian,1,OPT,1,2
21191,obs_2,S,WorkShop,Gaussian,7,Gaussian,10,2
21192,obs_2,S,Bikes,HEVC,24,HEVC,17,2
21193,obs_2,S,WorkShop,NN,1,Reference,0,2
21194,obs_2,S,WorkShop,Gaussian,24,Gaussian,17,2
21195,obs_2,S,Bikes,OPT,4,HEVC,4,1
21196,obs_2,S,Bikes,Gaussian,17,Gaussian,24,2
21197,obs_2,S,Bikes,Gaussian,7,Gaussian,4,2
21198,obs_2,S,Bikes,OPT,10,OPT,7,1
21199,obs_2,S,WorkShop,NN,4,NN,7,2
21200,obs_2,S,Bikes,NN,4,NN,7,2
21201,obs_2,S,Bikes,OPT,4,Gaussian,4,2
21202,obs_2,S,WorkShop,Gaussian,24,NN,24,2
21203,obs_2,S,WorkShop,Gaussian,24,OPT,24,1
21204,obs_2,S,Bikes,NN,4,OPT,4,2
21205,obs_2,S,WorkShop,OPT,10,OPT,7,2
21206,obs_2,S,Bikes,NN,17,NN,24,2
21207,obs_2,S,WorkShop,Gaussian,17,HEVC,17,2
21208,obs_2,S,Bikes,NN,1,Gaussian,1,2
21209,obs_2,S,Bikes,OPT,17,NN,17,2
21210,obs_2,S,WorkShop,OPT,1,NN,1,2
21211,obs_2,S,Bikes,Gaussian,10,Gaussian,7,2
21212,obs_2,S,WorkShop,Gaussian,17,OPT,17,2
21213,obs_2,S,Bikes,HEVC,10,NN,10,2
21214,obs_2,S,WorkShop,NN,10,NN,7,2
21215,obs_2,S,WorkShop,HEVC,7,HEVC,10,2
21216,obs_2,S,Bikes,HEVC,4,NN,4,2
