trial,observer,session,scene,condition_1,condition_2,selected
1,Haris,S,Furniture1,Linear_Skip24,Nearest_Skip24,1
2,Haris,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,2
3,Haris,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
4,Haris,S,Blob,Nearest_Skip24,Linear_Skip24,1
5,Haris,S,Blob,Linear_Skip10,Interpolation_Skip10,2
6,Haris,S,ArtGallery2,Reference_Skip0,Linear_Skip1,1
7,Haris,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,2
8,Haris,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
9,Haris,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
10,Haris,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
11,Haris,S,Furniture1,Linear_Skip1,Interpolation_Skip1,1
12,Haris,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
13,Haris,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,1
14,Haris,S,Furniture3,Linear_Skip4,Nearest_Skip4,2
15,Haris,S,Blob,Interpolation_Skip4,Linear_Skip4,1
16,Haris,S,Furniture1,Linear_Skip4,Interpolation_Skip4,2
17,Haris,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
18,Haris,S,Blob,Interpolation_Skip1,Linear_Skip1,1
19,Haris,S,Furniture3,Linear_Skip10,Nearest_Skip10,2
20,Haris,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
21,Haris,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
22,Haris,S,ArtGallery2,Interpolation_Skip24,Linear_Skip24,1
23,Haris,S,Furniture1,Linear_Skip1,Nearest_Skip1,1
24,Haris,S,Blob,Interpolation_Skip1,Interpolation_Skip4,2
25,Haris,S,Blob,Interpolation_Skip24,Linear_Skip24,2
26,Haris,S,Furniture3,Linear_Skip1,Linear_Skip4,2
27,Haris,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
28,Haris,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,1
29,Haris,S,ArtGallery2,Nearest_Skip10,Nearest_Skip24,1
30,Haris,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
31,Haris,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,2
32,Haris,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,1
33,Haris,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
34,Haris,S,Blob,Linear_Skip10,Linear_Skip4,2
35,Haris,S,Furniture3,Linear_Skip10,Interpolation_Skip10,2
36,Haris,S,Blob,Nearest_Skip1,Nearest_Skip4,1
37,Haris,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,1
38,Haris,S,ArtGallery2,Reference_Skip0,Interpolation_Skip1,2
39,Haris,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
40,Haris,S,Furniture1,Linear_Skip10,Linear_Skip4,2
41,Haris,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
42,Haris,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
43,Haris,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
44,Haris,S,Blob,Nearest_Skip10,Interpolation_Skip10,1
45,Haris,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
46,Haris,S,Furniture1,Linear_Skip24,Linear_Skip10,2
47,Haris,S,ArtGallery2zoom,Interpolation_Skip10,Linear_Skip10,2
48,Haris,S,Blob,Reference_Skip0,Interpolation_Skip1,2
49,Haris,S,Blob,Linear_Skip4,Linear_Skip1,2
50,Haris,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
51,Haris,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,2
52,Haris,S,Blob,Nearest_Skip24,Nearest_Skip10,1
53,Haris,S,Blob,Reference_Skip0,Nearest_Skip1,1
54,Haris,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,2
55,Haris,S,Furniture3,Interpolation_Skip24,Nearest_Skip24,1
56,Haris,S,ArtGallery2,Linear_Skip10,Nearest_Skip10,2
57,Haris,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip4,2
58,Haris,S,ArtGallery2,Nearest_Skip4,Nearest_Skip10,1
59,Haris,S,Furniture3,Nearest_Skip24,Linear_Skip24,2
60,Haris,S,ArtGallery2zoom,Linear_Skip24,Interpolation_Skip24,2
61,Haris,S,Blob,Nearest_Skip4,Interpolation_Skip4,2
62,Haris,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,1
63,Haris,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,1
64,Haris,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
65,Haris,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,1
66,Haris,S,Furniture1,Interpolation_Skip24,Nearest_Skip24,1
67,Haris,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
68,Haris,S,Furniture3,Interpolation_Skip4,Linear_Skip4,2
69,Haris,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
70,Haris,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
71,Haris,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,2
72,Haris,S,Blob,Nearest_Skip4,Nearest_Skip10,1
73,Haris,S,Furniture3,Nearest_Skip1,Linear_Skip1,2
74,Haris,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,2
75,Haris,S,Blob,Nearest_Skip10,Linear_Skip10,2
76,Haris,S,Furniture1,Linear_Skip4,Linear_Skip1,1
77,Haris,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,1
78,Haris,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,2
79,Haris,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,1
80,Haris,S,Furniture3,Linear_Skip10,Linear_Skip24,2
81,Haris,S,Blob,Nearest_Skip4,Linear_Skip4,2
82,Haris,S,Blob,Linear_Skip1,Reference_Skip0,2
83,Haris,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,1
84,Haris,S,Furniture1,Interpolation_Skip1,Reference_Skip0,1
85,Haris,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,1
86,Haris,S,Furniture3,Reference_Skip0,Nearest_Skip1,1
87,Haris,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
88,Haris,S,Furniture3,Linear_Skip4,Linear_Skip10,2
89,Haris,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,1
90,Haris,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,2
91,Haris,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
92,Haris,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
93,Haris,S,Furniture1,Linear_Skip4,Nearest_Skip4,2
94,Haris,S,Blob,Linear_Skip10,Linear_Skip24,1
95,Haris,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
96,Haris,S,ArtGallery2,Interpolation_Skip4,Nearest_Skip4,1
97,Haris,S,ArtGallery2,Interpolation_Skip1,Nearest_Skip1,1
98,Haris,S,ArtGallery2,Interpolation_Skip10,Nearest_Skip10,1
99,Haris,S,Furniture1,Nearest_Skip10,Linear_Skip10,2
100,Haris,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
101,Haris,S,Blob,Nearest_Skip1,Linear_Skip1,1
102,Haris,S,ArtGallery2,Linear_Skip24,Linear_Skip10,2
103,Haris,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,1
104,Haris,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
105,Haris,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
106,Haris,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
107,Haris,S,Furniture1,Reference_Skip0,Nearest_Skip1,1
108,Haris,S,Furniture3,Interpolation_Skip24,Linear_Skip24,2
109,Haris,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,1
110,Haris,S,ArtGallery2,Linear_Skip1,Interpolation_Skip1,1
111,Haris,S,Furniture3,Interpolation_Skip1,Linear_Skip1,2
112,Haris,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,2
113,Haris,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
114,Haris,S,Furniture3,Linear_Skip1,Reference_Skip0,2
115,Haris,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip1,2
116,Haris,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,1
117,Haris,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,1
118,Haris,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,2
119,Haris,S,Furniture1,Reference_Skip0,Linear_Skip1,1
120,Haris,S,Furniture3,Reference_Skip0,Interpolation_Skip1,2
121,Medha,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
122,Medha,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
123,Medha,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,1
124,Medha,S,Blob,Linear_Skip10,Nearest_Skip10,2
125,Medha,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,1
126,Medha,S,ArtGallery2zoom,Interpolation_Skip1,Reference_Skip0,1
127,Medha,S,Furniture1,Nearest_Skip1,Reference_Skip0,1
128,Medha,S,Furniture1,Interpolation_Skip24,Nearest_Skip24,1
129,Medha,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip4,2
130,Medha,S,Blob,Nearest_Skip24,Interpolation_Skip24,2
131,Medha,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,2
132,Medha,S,Furniture1,Nearest_Skip1,Nearest_Skip4,1
133,Medha,S,ArtGallery2,Linear_Skip1,Reference_Skip0,2
134,Medha,S,Furniture1,Nearest_Skip4,Linear_Skip4,2
135,Medha,S,Blob,Nearest_Skip1,Linear_Skip1,1
136,Medha,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip24,1
137,Medha,S,Furniture1,Nearest_Skip24,Linear_Skip24,2
138,Medha,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
139,Medha,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
140,Medha,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
141,Medha,S,Furniture1,Nearest_Skip4,Nearest_Skip10,1
142,Medha,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,1
143,Medha,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
144,Medha,S,Furniture1,Nearest_Skip10,Linear_Skip10,2
145,Medha,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,2
146,Medha,S,Furniture1,Nearest_Skip24,Nearest_Skip10,2
147,Medha,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,1
148,Medha,S,Blob,Linear_Skip10,Linear_Skip4,2
149,Medha,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
150,Medha,S,ArtGallery2,Linear_Skip4,Linear_Skip1,2
151,Medha,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,1
152,Medha,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,2
153,Medha,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
154,Medha,S,Blob,Nearest_Skip24,Linear_Skip24,2
155,Medha,S,Blob,Nearest_Skip4,Interpolation_Skip4,2
156,Medha,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,1
157,Medha,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,2
158,Medha,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
159,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
160,Medha,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,1
161,Medha,S,Blob,Reference_Skip0,Nearest_Skip1,2
162,Medha,S,Furniture1,Interpolation_Skip1,Reference_Skip0,2
163,Medha,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
164,Medha,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
165,Medha,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
166,Medha,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,1
167,Medha,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,2
168,Medha,S,Blob,Nearest_Skip10,Nearest_Skip4,2
169,Medha,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,2
170,Medha,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,2
171,Medha,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,1
172,Medha,S,Blob,Interpolation_Skip4,Interpolation_Skip10,2
173,Medha,S,Furniture3,Linear_Skip1,Nearest_Skip1,1
174,Medha,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
175,Medha,S,Furniture1,Linear_Skip1,Linear_Skip4,1
176,Medha,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
177,Medha,S,Furniture3,Linear_Skip4,Linear_Skip1,2
178,Medha,S,Furniture3,Interpolation_Skip4,Linear_Skip4,1
179,Medha,S,Blob,Interpolation_Skip24,Linear_Skip24,2
180,Medha,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,2
181,Medha,S,Blob,Interpolation_Skip4,Linear_Skip4,2
182,Medha,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,1
183,Medha,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
184,Medha,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
185,Medha,S,ArtGallery2,Nearest_Skip1,Nearest_Skip4,1
186,Medha,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,1
187,Medha,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,1
188,Medha,S,ArtGallery2zoom,Linear_Skip24,Interpolation_Skip24,1
189,Medha,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,2
190,Medha,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
191,Medha,S,Furniture3,Nearest_Skip10,Nearest_Skip24,1
192,Medha,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,1
193,Medha,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,1
194,Medha,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
195,Medha,S,Blob,Reference_Skip0,Interpolation_Skip1,1
196,Medha,S,Furniture3,Interpolation_Skip24,Linear_Skip24,2
197,Medha,S,Blob,Linear_Skip1,Linear_Skip4,2
198,Medha,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
199,Medha,S,Furniture3,Linear_Skip10,Nearest_Skip10,1
200,Medha,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
201,Medha,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,2
202,Medha,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,1
203,Medha,S,Blob,Reference_Skip0,Linear_Skip1,2
204,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Nearest_Skip4,1
205,Medha,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
206,Medha,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
207,Medha,S,Furniture1,Linear_Skip1,Interpolation_Skip1,1
208,Medha,S,Blob,Nearest_Skip10,Nearest_Skip24,1
209,Medha,S,Blob,Interpolation_Skip10,Nearest_Skip10,1
210,Medha,S,Furniture3,Linear_Skip4,Linear_Skip10,1
211,Medha,S,Blob,Linear_Skip1,Interpolation_Skip1,2
212,Medha,S,Furniture3,Linear_Skip1,Interpolation_Skip1,1
213,Medha,S,Furniture1,Interpolation_Skip4,Linear_Skip4,1
214,Medha,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,1
215,Medha,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
216,Medha,S,Blob,Linear_Skip4,Nearest_Skip4,1
217,Medha,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,2
218,Medha,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
219,Medha,S,Blob,Nearest_Skip1,Interpolation_Skip1,2
220,Medha,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
221,Medha,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,1
222,Medha,S,Blob,Interpolation_Skip10,Linear_Skip10,1
223,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,2
224,Medha,S,Blob,Nearest_Skip4,Nearest_Skip1,2
225,Medha,S,Furniture1,Linear_Skip1,Reference_Skip0,2
226,Medha,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,1
227,Medha,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
228,Medha,S,Furniture3,Linear_Skip24,Linear_Skip10,2
229,Medha,S,Furniture3,Linear_Skip1,Reference_Skip0,1
230,Medha,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,1
231,Medha,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip1,2
232,Medha,S,Furniture1,Linear_Skip4,Linear_Skip10,1
233,Medha,S,Furniture1,Linear_Skip24,Linear_Skip10,2
234,Medha,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,1
235,Medha,S,Furniture3,Nearest_Skip4,Linear_Skip4,2
236,Medha,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
237,Medha,S,Blob,Interpolation_Skip4,Interpolation_Skip1,2
238,Medha,S,Blob,Linear_Skip10,Linear_Skip24,1
239,Medha,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,2
240,Medha,S,Furniture3,Interpolation_Skip10,Linear_Skip10,1
241,priyanka,S,ArtGallery2zoom,Linear_Skip24,Interpolation_Skip24,2
242,priyanka,S,Furniture1,Linear_Skip4,Linear_Skip10,1
243,priyanka,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
244,priyanka,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
245,priyanka,S,Furniture3,Linear_Skip4,Linear_Skip1,2
246,priyanka,S,Furniture3,Linear_Skip4,Linear_Skip10,1
247,priyanka,S,Blob,Interpolation_Skip10,Nearest_Skip10,1
248,priyanka,S,Furniture1,Linear_Skip10,Nearest_Skip10,1
249,priyanka,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
250,priyanka,S,Furniture1,Interpolation_Skip4,Linear_Skip4,1
251,priyanka,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,2
252,priyanka,S,Blob,Linear_Skip10,Interpolation_Skip10,2
253,priyanka,S,Blob,Linear_Skip4,Linear_Skip10,1
254,priyanka,S,Furniture1,Linear_Skip4,Linear_Skip1,2
255,priyanka,S,Blob,Interpolation_Skip1,Reference_Skip0,2
256,priyanka,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,2
257,priyanka,S,Blob,Linear_Skip1,Reference_Skip0,2
258,priyanka,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
259,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,1
260,priyanka,S,Furniture3,Linear_Skip24,Linear_Skip10,2
261,priyanka,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,2
262,priyanka,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,2
263,priyanka,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,2
264,priyanka,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,1
265,priyanka,S,Furniture3,Interpolation_Skip1,Interpolation_Skip4,1
266,priyanka,S,Blob,Nearest_Skip24,Linear_Skip24,2
267,priyanka,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,2
268,priyanka,S,Furniture1,Linear_Skip24,Nearest_Skip24,2
269,priyanka,S,ArtGallery2,Linear_Skip4,Interpolation_Skip4,2
270,priyanka,S,Blob,Linear_Skip24,Interpolation_Skip24,1
271,priyanka,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,1
272,priyanka,S,Furniture1,Linear_Skip1,Nearest_Skip1,1
273,priyanka,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
274,priyanka,S,Blob,Nearest_Skip10,Linear_Skip10,1
275,priyanka,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
276,priyanka,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
277,priyanka,S,Furniture1,Reference_Skip0,Linear_Skip1,2
278,priyanka,S,ArtGallery2,Nearest_Skip1,Nearest_Skip4,1
279,priyanka,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,1
280,priyanka,S,Blob,Nearest_Skip10,Nearest_Skip24,1
281,priyanka,S,ArtGallery2zoom,Nearest_Skip24,Interpolation_Skip24,1
282,priyanka,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,1
283,priyanka,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
284,priyanka,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
285,priyanka,S,Blob,Nearest_Skip1,Reference_Skip0,2
286,priyanka,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
287,priyanka,S,Blob,Nearest_Skip4,Linear_Skip4,1
288,priyanka,S,Furniture1,Nearest_Skip1,Nearest_Skip4,1
289,priyanka,S,Furniture3,Nearest_Skip4,Nearest_Skip10,1
290,priyanka,S,Blob,Nearest_Skip1,Nearest_Skip4,1
291,priyanka,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,2
292,priyanka,S,Furniture3,Linear_Skip1,Reference_Skip0,2
293,priyanka,S,Furniture3,Interpolation_Skip24,Nearest_Skip24,2
294,priyanka,S,ArtGallery2zoom,Linear_Skip1,Nearest_Skip1,1
295,priyanka,S,Furniture1,Reference_Skip0,Interpolation_Skip1,1
296,priyanka,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,1
297,priyanka,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
298,priyanka,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
299,priyanka,S,Blob,Interpolation_Skip4,Linear_Skip4,2
300,priyanka,S,Furniture1,Nearest_Skip4,Nearest_Skip10,1
301,priyanka,S,ArtGallery2zoom,Interpolation_Skip10,Linear_Skip10,1
302,priyanka,S,ArtGallery2,Linear_Skip10,Linear_Skip4,2
303,priyanka,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
304,priyanka,S,Furniture1,Linear_Skip24,Linear_Skip10,2
305,priyanka,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
306,priyanka,S,Furniture1,Linear_Skip1,Interpolation_Skip1,1
307,priyanka,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,1
308,priyanka,S,Blob,Nearest_Skip4,Interpolation_Skip4,1
309,priyanka,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
310,priyanka,S,Furniture3,Linear_Skip10,Interpolation_Skip10,1
311,priyanka,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,2
312,priyanka,S,Furniture1,Nearest_Skip1,Reference_Skip0,2
313,priyanka,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
314,priyanka,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,1
315,priyanka,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
316,priyanka,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,1
317,priyanka,S,Furniture3,Linear_Skip4,Interpolation_Skip4,1
318,priyanka,S,Furniture3,Interpolation_Skip24,Linear_Skip24,2
319,priyanka,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
320,priyanka,S,Blob,Nearest_Skip10,Nearest_Skip4,2
321,priyanka,S,ArtGallery2,Nearest_Skip4,Nearest_Skip10,1
322,priyanka,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,2
323,priyanka,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
324,priyanka,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,2
325,priyanka,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,1
326,priyanka,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip4,2
327,priyanka,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip1,2
328,priyanka,S,Furniture3,Reference_Skip0,Nearest_Skip1,2
329,priyanka,S,Furniture1,Nearest_Skip10,Nearest_Skip24,2
330,priyanka,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
331,priyanka,S,ArtGallery2,Interpolation_Skip24,Linear_Skip24,2
332,priyanka,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
333,priyanka,S,Furniture1,Nearest_Skip4,Linear_Skip4,1
334,priyanka,S,Furniture3,Linear_Skip1,Interpolation_Skip1,1
335,priyanka,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
336,priyanka,S,Blob,Linear_Skip4,Linear_Skip1,2
337,priyanka,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,2
338,priyanka,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
339,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Linear_Skip10,1
340,priyanka,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,2
341,priyanka,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
342,priyanka,S,ArtGallery2,Linear_Skip1,Reference_Skip0,2
343,priyanka,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
344,priyanka,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
345,priyanka,S,Blob,Interpolation_Skip4,Interpolation_Skip1,2
346,priyanka,S,Furniture1,Interpolation_Skip10,Linear_Skip10,1
347,priyanka,S,Furniture3,Linear_Skip4,Nearest_Skip4,2
348,priyanka,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,2
349,priyanka,S,ArtGallery2,Interpolation_Skip10,Nearest_Skip10,2
350,priyanka,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
351,priyanka,S,Blob,Nearest_Skip1,Linear_Skip1,1
352,priyanka,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
353,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
354,priyanka,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
355,priyanka,S,Blob,Linear_Skip10,Linear_Skip24,2
356,priyanka,S,Blob,Linear_Skip1,Interpolation_Skip1,2
357,priyanka,S,Furniture3,Nearest_Skip10,Linear_Skip10,1
358,priyanka,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
359,priyanka,S,ArtGallery2,Interpolation_Skip4,Nearest_Skip4,1
360,priyanka,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,2
361,priyanka,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,2
362,priyanka,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
363,priyanka,S,Furniture1,Linear_Skip4,Nearest_Skip4,1
364,priyanka,S,ArtGallery2,Linear_Skip10,Linear_Skip4,2
365,priyanka,S,Furniture1,Interpolation_Skip4,Linear_Skip4,2
366,priyanka,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
367,priyanka,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,2
368,priyanka,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
369,priyanka,S,ArtGallery2,Reference_Skip0,Linear_Skip1,1
370,priyanka,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,1
371,priyanka,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
372,priyanka,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
373,priyanka,S,Furniture1,Interpolation_Skip24,Linear_Skip24,1
374,priyanka,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,1
375,priyanka,S,Blob,Interpolation_Skip10,Linear_Skip10,1
