trial,observer,session,scene,condition_1,condition_2,selected
2342,mario,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,2
2343,mario,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
2344,mario,S,Blob,Linear_Skip1,Linear_Skip4,1
2345,mario,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
2346,mario,S,Furniture1,Linear_Skip1,Interpolation_Skip1,1
2347,mario,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
2348,mario,S,Blob,Linear_Skip4,Interpolation_Skip4,2
2349,mario,S,Furniture3,Reference_Skip0,Nearest_Skip1,2
2350,mario,S,Blob,Linear_Skip10,Interpolation_Skip10,2
2351,mario,S,Furniture1,Interpolation_Skip4,Linear_Skip4,2
2352,mario,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,2
2353,mario,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
2354,mario,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
2355,mario,S,Furniture1,Reference_Skip0,Linear_Skip1,2
2356,mario,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,1
2357,mario,S,Furniture1,Nearest_Skip10,Linear_Skip10,1
2358,mario,S,Blob,Interpolation_Skip24,Linear_Skip24,2
2359,mario,S,Blob,Linear_Skip10,Linear_Skip4,2
2360,mario,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
2361,mario,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
2362,mario,S,Furniture1,Linear_Skip4,Linear_Skip1,1
2363,mario,S,Furniture3,Linear_Skip1,Linear_Skip4,1
2364,mario,S,Furniture3,Nearest_Skip24,Nearest_Skip10,1
2365,mario,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
2366,mario,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,2
2367,mario,S,Furniture1,Nearest_Skip1,Linear_Skip1,1
2368,mario,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
2369,mario,S,Furniture3,Interpolation_Skip4,Linear_Skip4,2
2370,mario,S,Blob,Nearest_Skip4,Nearest_Skip1,2
2371,mario,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
2372,mario,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,2
2373,mario,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,2
2374,mario,S,Furniture1,Nearest_Skip1,Reference_Skip0,1
2375,mario,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
2376,mario,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,2
2377,mario,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
2378,mario,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
2379,mario,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
2380,mario,S,Furniture3,Linear_Skip4,Linear_Skip10,1
2381,mario,S,ArtGallery2zoom,Nearest_Skip10,Linear_Skip10,1
2382,mario,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
2383,mario,S,Blob,Interpolation_Skip4,Interpolation_Skip10,1
2384,mario,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,1
2385,mario,S,Furniture3,Reference_Skip0,Interpolation_Skip1,2
2386,mario,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,1
2387,mario,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
2388,mario,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,2
2389,mario,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,2
2390,mario,S,Blob,Nearest_Skip10,Nearest_Skip24,1
2391,mario,S,Blob,Nearest_Skip24,Linear_Skip24,1
2392,mario,S,Furniture3,Nearest_Skip1,Linear_Skip1,1
2393,mario,S,Blob,Reference_Skip0,Linear_Skip1,1
2394,mario,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
2395,mario,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
2396,mario,S,Furniture1,Nearest_Skip4,Linear_Skip4,2
2397,mario,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,2
2398,mario,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,2
2399,mario,S,Furniture1,Nearest_Skip24,Linear_Skip24,1
2400,mario,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,2
2401,srikanth,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
2402,srikanth,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
2403,srikanth,S,Furniture1,Interpolation_Skip1,Reference_Skip0,2
2404,srikanth,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
2405,srikanth,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
2406,srikanth,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
2407,srikanth,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
2408,srikanth,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
2409,srikanth,S,Furniture1,Nearest_Skip24,Linear_Skip24,1
2410,srikanth,S,Blob,Linear_Skip24,Nearest_Skip24,2
2411,srikanth,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
2412,srikanth,S,Blob,Nearest_Skip24,Interpolation_Skip24,1
2413,srikanth,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
2414,srikanth,S,Furniture3,Linear_Skip1,Linear_Skip4,2
2415,srikanth,S,Blob,Linear_Skip1,Nearest_Skip1,2
2416,srikanth,S,ArtGallery2zoom,Nearest_Skip24,Interpolation_Skip24,1
2417,srikanth,S,Blob,Interpolation_Skip24,Linear_Skip24,2
2418,srikanth,S,Blob,Nearest_Skip1,Reference_Skip0,2
2419,srikanth,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,2
2420,srikanth,S,Furniture3,Reference_Skip0,Linear_Skip1,1
2421,srikanth,S,ArtGallery2zoom,Interpolation_Skip1,Reference_Skip0,2
2422,srikanth,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,1
2423,srikanth,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,2
2424,srikanth,S,Blob,Nearest_Skip4,Nearest_Skip10,1
2425,srikanth,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,2
2426,srikanth,S,Furniture1,Linear_Skip4,Linear_Skip1,1
2427,srikanth,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,2
2428,srikanth,S,ArtGallery2,Linear_Skip4,Interpolation_Skip4,2
2429,srikanth,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
2430,srikanth,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,2
2431,srikanth,S,Furniture1,Linear_Skip4,Nearest_Skip4,1
2432,srikanth,S,Furniture1,Interpolation_Skip24,Linear_Skip24,1
2433,srikanth,S,ArtGallery2zoom,Linear_Skip1,Nearest_Skip1,2
2434,srikanth,S,Furniture1,Linear_Skip4,Interpolation_Skip4,1
2435,srikanth,S,Blob,Linear_Skip24,Linear_Skip10,2
2436,srikanth,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,2
2437,srikanth,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
2438,srikanth,S,Blob,Nearest_Skip4,Interpolation_Skip4,2
2439,srikanth,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,2
2440,srikanth,S,Furniture3,Linear_Skip10,Nearest_Skip10,1
2441,srikanth,S,Furniture3,Interpolation_Skip10,Linear_Skip10,1
2442,srikanth,S,Blob,Linear_Skip10,Nearest_Skip10,2
2443,srikanth,S,Blob,Interpolation_Skip1,Linear_Skip1,2
2444,srikanth,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,1
2445,srikanth,S,Furniture3,Nearest_Skip24,Linear_Skip24,2
2446,srikanth,S,Blob,Nearest_Skip4,Nearest_Skip1,1
2447,srikanth,S,Furniture3,Linear_Skip4,Interpolation_Skip4,2
2448,srikanth,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip1,1
2449,srikanth,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,2
2450,srikanth,S,Furniture1,Linear_Skip10,Linear_Skip4,2
2451,srikanth,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,2
2452,srikanth,S,ArtGallery2,Linear_Skip10,Nearest_Skip10,2
2453,srikanth,S,Furniture1,Linear_Skip10,Nearest_Skip10,2
2454,srikanth,S,ArtGallery2,Reference_Skip0,Linear_Skip1,1
2455,srikanth,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,1
2456,srikanth,S,Furniture1,Reference_Skip0,Nearest_Skip1,1
2457,srikanth,S,Blob,Nearest_Skip24,Nearest_Skip10,2
2458,srikanth,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,2
2459,srikanth,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,1
2460,srikanth,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
2461,srikanth,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,2
2462,srikanth,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,1
2463,srikanth,S,Furniture1,Reference_Skip0,Linear_Skip1,1
2464,srikanth,S,ArtGallery2,Linear_Skip1,Interpolation_Skip1,2
2465,srikanth,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
2466,srikanth,S,Blob,Linear_Skip4,Linear_Skip1,2
2467,srikanth,S,Furniture3,Interpolation_Skip1,Linear_Skip1,1
2468,srikanth,S,Furniture3,Linear_Skip24,Linear_Skip10,2
2469,srikanth,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,2
2470,srikanth,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
2471,srikanth,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
2472,srikanth,S,Furniture1,Nearest_Skip24,Nearest_Skip10,2
2473,srikanth,S,Blob,Nearest_Skip4,Linear_Skip4,2
2474,srikanth,S,Blob,Linear_Skip4,Interpolation_Skip4,2
2475,srikanth,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,1
2476,srikanth,S,ArtGallery2,Linear_Skip1,Linear_Skip4,2
2477,srikanth,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
2478,srikanth,S,Furniture3,Interpolation_Skip24,Linear_Skip24,1
2479,srikanth,S,ArtGallery2zoom,Linear_Skip1,Linear_Skip4,2
2480,srikanth,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
2481,srikanth,S,Furniture1,Nearest_Skip1,Nearest_Skip4,2
2482,srikanth,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
2483,srikanth,S,Blob,Interpolation_Skip1,Reference_Skip0,1
2484,srikanth,S,Furniture1,Linear_Skip1,Interpolation_Skip1,2
2485,srikanth,S,Furniture1,Nearest_Skip10,Nearest_Skip4,1
2486,srikanth,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
2487,srikanth,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
2488,srikanth,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
2489,srikanth,S,Furniture3,Nearest_Skip4,Linear_Skip4,2
2490,srikanth,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
2491,srikanth,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,2
2492,srikanth,S,Blob,Linear_Skip1,Reference_Skip0,1
2493,srikanth,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,1
2494,srikanth,S,ArtGallery2,Interpolation_Skip1,Nearest_Skip1,2
2495,srikanth,S,Furniture1,Linear_Skip24,Linear_Skip10,2
2496,srikanth,S,Furniture3,Linear_Skip10,Linear_Skip4,2
2497,srikanth,S,Furniture3,Interpolation_Skip1,Reference_Skip0,1
2498,srikanth,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
2499,srikanth,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,2
2500,srikanth,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,1
2501,srikanth,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,1
2502,srikanth,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
2503,srikanth,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,1
2504,srikanth,S,Blob,Interpolation_Skip10,Linear_Skip10,1
2505,srikanth,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
2506,srikanth,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,1
2507,srikanth,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
2508,srikanth,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,2
2509,srikanth,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
2510,srikanth,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,2
2511,srikanth,S,ArtGallery2,Linear_Skip24,Linear_Skip10,2
2512,srikanth,S,Blob,Linear_Skip10,Linear_Skip4,2
2513,srikanth,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
2514,srikanth,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
2515,srikanth,S,Furniture3,Nearest_Skip4,Nearest_Skip10,1
2516,srikanth,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,1
2517,srikanth,S,Furniture3,Nearest_Skip1,Linear_Skip1,2
2518,srikanth,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
2519,srikanth,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,2
2520,srikanth,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,1
2521,mario,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
2522,mario,S,Blob,Linear_Skip10,Linear_Skip24,2
2523,mario,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip4,2
2524,mario,S,Furniture1,Interpolation_Skip24,Linear_Skip24,1
2525,mario,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,2
2526,mario,S,ArtGallery2zoom,Interpolation_Skip1,Reference_Skip0,1
2527,mario,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,1
2528,mario,S,Furniture3,Linear_Skip1,Reference_Skip0,1
2529,mario,S,Furniture1,Nearest_Skip1,Nearest_Skip4,1
2530,mario,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,2
2531,mario,S,Blob,Nearest_Skip10,Linear_Skip10,1
2532,mario,S,Furniture1,Linear_Skip10,Linear_Skip24,1
2533,mario,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
2534,mario,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
2535,mario,S,ArtGallery2,Nearest_Skip10,Nearest_Skip24,1
2536,mario,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,1
2537,mario,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,2
2538,mario,S,Blob,Nearest_Skip4,Nearest_Skip10,1
2539,mario,S,Blob,Nearest_Skip10,Nearest_Skip24,1
2540,mario,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,2
2541,mario,S,Furniture1,Interpolation_Skip1,Reference_Skip0,2
2542,mario,S,ArtGallery2,Linear_Skip1,Interpolation_Skip1,2
2543,mario,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
2544,mario,S,Furniture1,Reference_Skip0,Nearest_Skip1,2
2545,mario,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,2
2546,mario,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,2
2547,mario,S,ArtGallery2zoom,Linear_Skip1,Nearest_Skip1,2
2548,mario,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
2549,mario,S,ArtGallery2zoom,Interpolation_Skip10,Linear_Skip10,1
2550,mario,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
2551,mario,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
2552,mario,S,Blob,Nearest_Skip24,Linear_Skip24,1
2553,mario,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,1
2554,mario,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
2555,mario,S,Furniture1,Reference_Skip0,Linear_Skip1,2
2556,mario,S,Furniture3,Linear_Skip1,Linear_Skip4,1
2557,mario,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
2558,mario,S,Blob,Interpolation_Skip4,Linear_Skip4,2
2559,mario,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,1
2560,mario,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,1
2561,mario,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
2562,mario,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,1
2563,mario,S,Furniture3,Interpolation_Skip1,Linear_Skip1,1
2564,mario,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
2565,mario,S,Furniture3,Nearest_Skip4,Linear_Skip4,1
2566,mario,S,Blob,Linear_Skip1,Linear_Skip4,1
2567,mario,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
2568,mario,S,Blob,Linear_Skip4,Nearest_Skip4,1
2569,mario,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip10,2
2570,mario,S,Blob,Interpolation_Skip10,Linear_Skip10,1
2571,mario,S,Furniture3,Nearest_Skip10,Linear_Skip10,1
2572,mario,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,2
2573,mario,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
2574,mario,S,ArtGallery2,Nearest_Skip4,Nearest_Skip10,1
2575,mario,S,ArtGallery2,Interpolation_Skip1,Nearest_Skip1,1
2576,mario,S,Furniture3,Linear_Skip4,Linear_Skip10,1
2577,mario,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
2578,mario,S,Furniture3,Linear_Skip10,Interpolation_Skip10,2
2579,mario,S,Furniture1,Interpolation_Skip1,Nearest_Skip1,2
2580,mario,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,2
2581,mario,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,2
2582,mario,S,Furniture3,Linear_Skip4,Interpolation_Skip4,1
2583,mario,S,Furniture1,Nearest_Skip10,Linear_Skip10,1
2584,mario,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
2585,mario,S,Blob,Linear_Skip1,Interpolation_Skip1,2
2586,mario,S,Blob,Linear_Skip10,Linear_Skip4,2
2587,mario,S,Blob,Linear_Skip24,Interpolation_Skip24,1
2588,mario,S,Blob,Nearest_Skip4,Interpolation_Skip4,1
2589,mario,S,ArtGallery2zoom,Linear_Skip1,Linear_Skip4,2
2590,mario,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,1
2591,mario,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,1
2592,mario,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip4,1
2593,mario,S,Furniture1,Linear_Skip4,Nearest_Skip4,1
2594,mario,S,Furniture1,Nearest_Skip4,Interpolation_Skip4,2
2595,mario,S,Furniture1,Linear_Skip4,Linear_Skip1,1
2596,mario,S,Furniture1,Linear_Skip1,Nearest_Skip1,1
2597,mario,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,1
2598,mario,S,Furniture1,Nearest_Skip24,Linear_Skip24,1
2599,mario,S,ArtGallery2zoom,Linear_Skip24,Interpolation_Skip24,1
2600,mario,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,2
2601,mario,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,2
2602,mario,S,Furniture3,Linear_Skip24,Interpolation_Skip24,2
2603,mario,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
2604,mario,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
2605,mario,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
2606,mario,S,Furniture3,Interpolation_Skip1,Interpolation_Skip4,1
2607,mario,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,2
2608,mario,S,Blob,Nearest_Skip4,Nearest_Skip1,2
2609,mario,S,Furniture1,Linear_Skip10,Linear_Skip4,1
2610,mario,S,Furniture1,Interpolation_Skip1,Linear_Skip1,1
2611,mario,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
2612,mario,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
2613,mario,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,1
2614,mario,S,Furniture3,Nearest_Skip1,Reference_Skip0,1
2615,mario,S,Furniture3,Nearest_Skip10,Nearest_Skip24,1
2616,mario,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
2617,mario,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
2618,mario,S,Furniture3,Linear_Skip10,Linear_Skip24,1
2619,mario,S,Blob,Nearest_Skip1,Reference_Skip0,2
2620,mario,S,Furniture3,Reference_Skip0,Interpolation_Skip1,1
2621,mario,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
2622,mario,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
2623,mario,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
2624,mario,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
2625,mario,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,2
2626,mario,S,Blob,Interpolation_Skip4,Interpolation_Skip1,2
2627,mario,S,Blob,Interpolation_Skip10,Nearest_Skip10,1
2628,mario,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,1
2629,mario,S,Furniture1,Linear_Skip4,Interpolation_Skip4,2
2630,mario,S,ArtGallery2,Linear_Skip24,Linear_Skip10,2
2631,mario,S,Blob,Linear_Skip1,Reference_Skip0,2
2632,mario,S,Blob,Linear_Skip1,Nearest_Skip1,1
2633,mario,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,1
2634,mario,S,Blob,Interpolation_Skip1,Reference_Skip0,1
2635,mario,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
2636,mario,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,1
2637,mario,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
2638,mario,S,ArtGallery2,Reference_Skip0,Linear_Skip1,2
2639,mario,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,2
2640,mario,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,1
2641,srikanth,S,Blob,Nearest_Skip1,Linear_Skip1,2
2642,srikanth,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
2643,srikanth,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
2644,srikanth,S,Blob,Interpolation_Skip10,Linear_Skip10,1
2645,srikanth,S,Blob,Interpolation_Skip4,Interpolation_Skip10,2
2646,srikanth,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,1
2647,srikanth,S,Blob,Nearest_Skip1,Reference_Skip0,2
2648,srikanth,S,Furniture1,Linear_Skip4,Nearest_Skip4,1
2649,srikanth,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,1
2650,srikanth,S,Furniture3,Linear_Skip24,Interpolation_Skip24,2
2651,srikanth,S,Furniture3,Nearest_Skip1,Nearest_Skip4,1
2652,srikanth,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
2653,srikanth,S,Furniture3,Nearest_Skip10,Nearest_Skip24,2
2654,srikanth,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,1
2655,srikanth,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
2656,srikanth,S,Furniture1,Interpolation_Skip1,Reference_Skip0,2
2657,srikanth,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,1
2658,srikanth,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
2659,srikanth,S,Furniture1,Interpolation_Skip1,Linear_Skip1,1
2660,srikanth,S,Blob,Interpolation_Skip1,Interpolation_Skip4,2
2661,srikanth,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
2662,srikanth,S,Furniture3,Linear_Skip1,Interpolation_Skip1,1
2663,srikanth,S,ArtGallery2zoom,Nearest_Skip10,Linear_Skip10,1
2664,srikanth,S,Blob,Interpolation_Skip24,Linear_Skip24,2
2665,srikanth,S,Furniture1,Interpolation_Skip24,Interpolation_Skip10,2
2666,srikanth,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip4,1
2667,srikanth,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,2
2668,srikanth,S,Furniture3,Linear_Skip4,Nearest_Skip4,1
2669,srikanth,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
2670,srikanth,S,ArtGallery2,Nearest_Skip10,Nearest_Skip24,1
2671,srikanth,S,Furniture1,Linear_Skip10,Linear_Skip24,1
2672,srikanth,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,2
2673,srikanth,S,Furniture3,Nearest_Skip4,Nearest_Skip10,1
2674,srikanth,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,1
2675,srikanth,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,2
2676,srikanth,S,Blob,Linear_Skip4,Linear_Skip1,2
2677,srikanth,S,Blob,Linear_Skip10,Linear_Skip4,2
2678,srikanth,S,Blob,Reference_Skip0,Interpolation_Skip1,2
2679,srikanth,S,Furniture3,Nearest_Skip10,Linear_Skip10,1
2680,srikanth,S,ArtGallery2,Linear_Skip24,Linear_Skip10,2
2681,srikanth,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
2682,srikanth,S,ArtGallery2,Interpolation_Skip4,Nearest_Skip4,2
2683,srikanth,S,Blob,Linear_Skip10,Nearest_Skip10,2
2684,srikanth,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,1
2685,srikanth,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,1
2686,srikanth,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,2
2687,srikanth,S,Furniture1,Linear_Skip1,Reference_Skip0,1
2688,srikanth,S,Blob,Nearest_Skip4,Nearest_Skip10,2
2689,srikanth,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,2
2690,srikanth,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
2691,srikanth,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,1
2692,srikanth,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
2693,srikanth,S,Furniture3,Linear_Skip4,Interpolation_Skip4,2
2694,srikanth,S,Furniture1,Nearest_Skip10,Linear_Skip10,1
2695,srikanth,S,Furniture3,Linear_Skip10,Linear_Skip4,2
2696,srikanth,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
2697,srikanth,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
2698,srikanth,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
2699,srikanth,S,Furniture3,Linear_Skip4,Linear_Skip1,2
2700,srikanth,S,Furniture3,Linear_Skip10,Linear_Skip24,1
2701,srikanth,S,ArtGallery2,Linear_Skip1,Reference_Skip0,1
2702,srikanth,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,2
2703,srikanth,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,2
2704,srikanth,S,Blob,Linear_Skip24,Linear_Skip10,2
2705,srikanth,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,1
2706,srikanth,S,Furniture1,Linear_Skip4,Interpolation_Skip4,2
2707,srikanth,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
2708,srikanth,S,Blob,Nearest_Skip1,Interpolation_Skip1,2
2709,srikanth,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
2710,srikanth,S,Furniture3,Nearest_Skip1,Reference_Skip0,1
