1, 2, 14, 26
1, 6, 17, 26
1, 10, 15, 26
2, 5, 16, 26
2, 6, 12, 26
2, 10, 17, 26
3, 4, 26, 26
3, 5, 6, 26
3, 7, 25, 26
3, 11, 19, 26
4, 8, 19, 26
4, 12, 9, 26
5, 9, 19, 26
5, 13, 22, 26
6, 9, 22, 26
6, 10, 14, 26
7, 8, 26, 26
7, 9, 0, 26
7, 11, 4, 26
8, 12, 3, 26
9, 13, 13, 26
10, 13, 23, 26
11, 12, 23, 26
11, 13, 1, 26
